"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"Berger Paints Singapore","Two and half centuries. Over 150 countries. A billion people. That is how deep the roots of Berger go.

We have been adding colour and protection to the landmarks of Singapore since 1939. With over 75 years of experience, we understand your unique preferences and desires like no other and strive to meet them every single time.

With a wide product range covering architectural, industrial & marine coatings along with cutting edge technology, we are committed to provide the highest standard of products, service and support.

Sustainability is the corner stone of all our endeavours. As we stride towards a greener planet, we assure products and solutions that are safe for health and environment.","Chemical Manufacturing","51-200 employees","Public Company","Jurong Industrial Estate","Singapore","bergerpaints.com.sg","https://www.linkedin.com/company/berger-paints-singapore"
,"FoodPlant Pte Ltd","Singapore’s first shared facility for small-batch food production, FoodPlant, promotes and facilitates innovation within the local food manufacturing industry by providing affordable access to a wide range of pilot scale equipment. It also provides opportunities for collaboration amongst local food companies, as well as deep skills training for industry-ready food technologists, to strengthen and develop the industry’s adoption of advanced and cutting-edge food processing technologies.

Jointly established by the Singapore Institute of Technology, Enterprise Singapore and JTC, FoodPlant is anticipated to be ready in 2022. The facility will be located at JTC Food Hub @ Senoko.","Food Production","11-50 employees","Partnership","Singapore, Singapore","Singapore","foodplant.com.sg","https://www.linkedin.com/company/foodplant"
,"EP POWER","EP-POWER have the expertise to design and deliver a reliable Power Solutions to meet your power requirements. The manufacturing know-how to meet your quality requirement and the professional team to support your business needs.

With total commitment to ensure best quality along with our well-known philosophy of ""Customer First"", we strive to provide our customers with first class products and services, and to expand our presents in the market.","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","ep-power.com","https://www.linkedin.com/company/ep-power"
,"Alstern Technologies Singapore Pte Ltd","Alstern Technologies is a Singapore complex engineering solutions company founded in 2004 and chase the vision of creating a Zero Carbon Footprint. Alstern solves engineering challenges and provide solutions through a high degree of engineering skills and technology.
It has branch offices in Hong Kong, Myanmar and partners in the Middle East and Asia regions.

Alstern believes people are the most valuable asset of the company and welcome like-minded individual to join the Singapore firm and strive towards its vision of Zero Carbon Foot Print Engineering Firm.","Industrial Machinery Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","alstern-technologies.com","https://www.linkedin.com/company/alstern-technologies-singapore-pte-ltd"
,"Uhlmann Packaging Systems Singapore Pte. Ltd.","Since 2001, the experts from Uhlmann Singapore are responsible for support in all issues concerning the pharmaceutical packaging process in the regions Singapore, Afghanistan, Korea, Indonesia, Laos, Malaysia, Myanmar, Nepal, Pakistan, Sri Lanka, Taiwan, the Philippines, Vietnam, Thailand, Bangladesh, New Zealand and Australia. 

Over the last eight years, we have also built up manufacturing facilities in Singapore to which the manufacturing of Blister machine B 1240 and Cartoner C 130 has been shifted. Whether the project planning of new machines, the supply of tools and spare parts or support services - we are at your disposal.

Uhlmann Singapore LLP is part of the Uhlmann Group (with its corporate headquarters in Germany).","Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","uhlmann.de","https://www.linkedin.com/company/uhlmann-packaging-systems-singapore"
,"Singapore Precision Engineering And Technology Association","Celebrating 40 years of history, SPETA is a forefront trade association serving and driving the precision engineering community towards adoption of advance manufacturing technology and Industry 4.0. Currently, SPETA has more than 300 active members comprising of both locally registered SMEs and MNCs engaging in the manufacturing and distribution of precision engineering components, products, tools, equipment and machinery supporting diverse industries from aerospace, automotive, medical to semiconductor.","Manufacturing","2-10 employees","Non Profit","Singapore","Singapore","speta.org","https://www.linkedin.com/company/spetasg"
,"ZIEHL-ABEGG SEA Pte. Ltd.","About Ziehl-Abegg
 
Ziehl-Abegg (Künzelsau, Germany) is one of the leading global companies in the field of ventilation, control and drive technology. In the 1950s, Ziehl-Abegg established the basis for modern fan drives: external rotor motors which even today are still seen as state-of-the-art worldwide. Another area of business is electric motors which provide the power, for example, for elevators, medical applications (computer tomography equipment) or deep-sea underwater vehicles.
 
The high-tech company has an impressive innovative capability. Ziehl-Abegg (year 2023) employs 2,800 personnel in its production plants in southern Germany. The company has a global workforce of 5,000 spread between 17 production plants, 30 companies and 117 sales locations. The products, approx. 30,000 in all, are sold in more than 100 countries. Turnover totals 955 million euros.
 
Emil Ziehl founded the company in Berlin in 1910 as a manufacturer of electric motors. After World War II the company’s headquarters were relocated to southern Germany. Ziehl-Abegg SE is not a listed company but instead is family-owned.

For more information go to www.ziehl-abegg.com","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","ziehl-abegg.com","https://www.linkedin.com/company/ziehl-abegg-sea-pte-ltd"
,"Ferco Shutters & Seating Systems","Ferco Shutters is an international manufacturer and distributor of a range of doors and shutters for fire and smoke, industrial and commercial use. Over 30 years, we have grown to develop regional operations out of Dubai and Singapore. Today our engineers and consultants are able to provide valuable assistance from creating design solutions at the conception of the project to installation and best in class after sales service. 

Ferco (Seating) specializes in the design and manufacture of auditorium, cinema, home theatre, education and stadium seating. European design with Asian manufacturing ensures cost-effective, top quality products for customers. With a network of agents in Europe, the Middle East, Southeast Asia and the Pacific Rim, we've installed over 1,000,000 seats in over 32 countries in 30 years.","Manufacturing","201-500 employees","Privately Held","Singapore","Singapore","fercoshutters.com","https://www.linkedin.com/company/ferco-shutters-and-seating"
,"MAGMA Engineering Asia-Pacific","MAGMA is a world-wide leading developer and supplier of software for casting process simulation.
 
The name MAGMA stands for robust and innovative casting solutions as well as a strong partnership with the metal casting industry. By combining casting process knowledge with simulation competence, MAGMA partners with our customers to use our expertise to their advantage in the profitable optimization of castings and casting processes. MAGMA’s product and service portfolio includes the powerful, modular simulation software MAGMASOFT, with the newest release MAGMA5, as well as engineering services for casting design and optimization.","Industrial Machinery Manufacturing","201-500 employees","Privately Held","Singapore","Singapore","magmasoft.com.sg","https://www.linkedin.com/company/magma-engineering-asia-pacific"
,"SPCI HELM","With the joint venture with HELM AG (“HELM”) on June 2022, we are now known as SPCI HELM. The partnership of the two owner-led family businesses is based on a solid strategic fit and broad share of values. In this joint venture, SPCI is contributing its extensive knowledge in the production of inorganic chemicals, meanwhile HELM is providing its supply chain know-how and commercial expertise through its global market presence. HELM’s international marketing knowledge and infrastructure supports SPCI’s entry into the larger Southeast Asia region, while HELM will benefit from SPCI’s role as a known and trusted producer and distributor in the region.","Chemical Manufacturing","201-500 employees","Self Owned","Singapore, Singapore","Singapore","spci-helm.com","https://www.linkedin.com/company/spci-helm"
,"Tai Sun (Lim Kee) Food Industries Pte Ltd","Singapore-based Tai Sun (Food Industries) is a high-growth innovative packaged food company specializing in producing tasty and quality snack food. Established in 1966, what initially started out as a modest family business has since expanded and grown throughout the years.","Food Production","51-200 employees","Privately Held","SINGAPORE, SINGAPORE","Singapore","taisun.com.sg","https://www.linkedin.com/company/taisun-sg"
,"Trilogy Technologies","Trilogy Technologies (3logytech) is a one-stop engineering service and solution provider bringing design to production with DFM as part of the developmental package. We provide turnkey products with our in-house facilities from Printed Circuit Boards (PCBA), Cable Wire Harness, Box Build to Mechanical assemblies and more. 

We are ISO 9001 Quality Management System (QMS), ISO 14001 Environment Management System (EMS) and ISO 13485 Medical Devices certified, and are able to perform IPC Class 3 standards. IPC trainings are also available for IPC-610, IPC-620 and IPC-J-STD. 

We are involved in various stages of customer’s products design and developmental cycle, and are capable to conceptualize ideas to actual prototype, deployment manufacturing, and final product, with our R&D and production team.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","3logytech.com","https://www.linkedin.com/company/3logytech"
,"ATE (Advanced Technology Enterprise)","ATE is committed to empowering local engineers to meet engineering challenges through best-in-class engineering technology. 

Beginning as SOLIDWORKS reseller, we have transformed into a top-tier 3D Engineering Solutions company providing software, hardware and best-practice processes and services. 

Today, ATE continues to provide SOLIDWORKS Suite of products through its subsidiary CADVision Systems in Singapore and Malaysia. In addition, ATE continues to develop partnerships with market-leading products such as Altair, Ultimaker, SolidCAM and many more through its alliance of partners. We provide leading edge CAD/CAM/CAE/PLM technologies & innovative solutions to the engineering industries by partnering with industry leaders. In addition, we consult with clients in the adoption of best-practices and technologies using SIRI as a framework to prepare them for Industry 4.0 adoption. 

Our clients range in size and represent all industry segments, giving our team members the opportunity to absorb and distill best-practices from each industry.

With extensive industry domain knowledge, our people can complement your engineering and manufacturing team to transform into market-leaders in your own markets. 

Contact us to discuss your engineering needs, including training and enablement services. 

Company Portfolio:
Computer Aided Design - CAD: 2D / 3D || Computer Aided Engineering - CAE || Computer Aided Manufacturing - CAM || Additive Manufacturing - Plastics, Metal || Product Lifecycle Management || Technical Communication || Industry 4.0 Consulting and Adoption || SIRI

You may contact us via:
Website: https://ateworks.net
Email: info-sg@ateworks.net
Phone: +65 6747 0502","Industrial Machinery Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","ateworks.net","https://www.linkedin.com/company/ateworks"
,"JCB East Asia","JCB is one of the largest privately owned engineering and manufacturing companies in the UK and the World's third largest manufacturer of construction machinery. With a global presence and manufacturing facilities on 4 continents, we employ over 15,000 people worldwide and produce over 300 different products. 

With a trusted brand that is synonymous with world class innovation. Our team design and build machines for hard work and reliability, using only the most advanced technology and techniques. We produce a broad spectrum of machines from 800kg to nearly 50 tonnes for markets including traditional construction through to defence, waste recycling and agriculture. 

JCB's success is built upon constant customer focus and innovation in everything we do. Always looking for a better way.","Machinery Manufacturing","201-500 employees","Privately Held","Singapore","Singapore","jcb.com","https://www.linkedin.com/company/jcb-eastasia"
,"Dragon Industries","Dragon Industries is a global leader in explosion protection and modular safety solutions for high-risk, mission-critical environments. Founded in 2004 and headquartered in Shanghai, we serve industries including oil & gas, petrochemical, marine, semiconductor, and defense across more than 30 countries.

Our comprehensive portfolio features explosion vents, flameless venting systems, spark detection and extinguishing solutions, non-return and pinch valves, blast protection systems, tank venting solutions, and high-efficiency air filtration units.

Dragon Modular — a specialized subsidiary of Dragon Industries — focuses on modular infrastructure for critical operations. We design and deliver Blast-Resistant Modules (BRMs), SIP units, E-Houses, Lab Modules, and other tailored containerized solutions for both offshore and onshore applications. Each unit is engineered to meet stringent global safety, environmental, and performance standards.

Leveraging advanced engineering, digital design, and validated testing, we offer certified systems compliant with FM, ATEX, IECEx, and other international benchmarks. Our solutions are built in collaboration with globally recognized testing bodies and developed to perform in the world’s most demanding conditions.

With a customer-centric approach, Dragon Industries provides end-to-end value — from technical consultation and compliance-driven design to efficient manufacturing and long-term support.

Our mission is clear: to protect people, infrastructure, and operations—wherever risk meets complexity.","Industrial Machinery Manufacturing","201-500 employees","Privately Held","Singapore","Singapore","dragonindustries.com","https://www.linkedin.com/company/dragon-industries"
,"NETZSCH Pumps & Systems Asia Pacific","NETZSCH Asia Pacific Pte. Ltd. is a subsidiary of Erich NETZSCH B.V. & Co. Holding KG.

For more than 70 years, NETZSCH Pumps & Systems has served markets worldwide with NEMO progressing cavity pumps, TORNADO rotary lobe pumps, NOTOS screw pumps, PERIPRO peristaltic pumps, macerators, barrel emptying systems, dosing systems and accessories, providing customized, sophisticated solutions for applications in many industries.
 
With five manufacturing sites around the globe, NETZSCH researches, develops and manufactures all products in-house and in accordance with the highest international standards. 

Please send your enquiry to info.nap@netzsch.com or call us on +65 6863 4453!","Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","netzsch.com","https://www.linkedin.com/company/netzschasiapacific"
,"HIMOINSA Asia-Pacific","HIMOINSA Asia Pacific is a subsidiary of HIMOINSA S.L, a global corporation part of the Yanmar Group that designs, manufactures and distributes power generation equipment worldwide.

HIMOINSA Asia Pacific was founded in 1998, counting with 17 years of experience in the Asian continent. It is strategically located in Singapore, a prime geographic location in the heart of Asia that allows global connectivity throughout the whole region. HIMOINSA has a wide distribution network in Asia-Pacific, currently operating in China, Hong Kong, Taiwan, South Korea, Bangladesh, Sri Lanka, Maldives, Nepal, Philippines, Myanmar, Laos, Cambodia, Thailand, Vietnam, Malaysia, Singapore, Papua New Guinea, Indonesia, Australia and New Zealand.

With outputs from 3 to 3.300 kVA, the generator sets have been designed to provide both standby and continuos power. Its comprehensive offering of diesel generators is complemented by a full range of gas generators, from 8kW to 1.500kW, using a variety of gas fuels such as natural gas, biogás and LPG. HIMOINSA has designed a full range of lighting towers that are compact, robust and versatile.

An added value of the company are the HIMOINSA Engineering Solutions, a concept that defines the work of the brand, as all their power generation products are designed and customized following their high technical know-how to adapt the product to the unique specifications of each special project. 
They include Turnkey projects, where the company assumes the role of an EPC contractor, taking care of everything from the engineering design of the project, civil construction, manufacture of the equipment and installation and commissioning as final steps.

HIMOINSA also undertakes Power Plant and IPP projects and supplies power systems to major international projects across the globe, providing energy solutions to the construction, telecommunications, residential, telecom, rental, commercial, mining, healthcare and industrial sectors.

Contact us: enquiries@himoinsa.com.sg","Appliances, Electrical, and Electronics Manufacturing","501-1,000 employees","Privately Held","Singapore, Singapore","Singapore","himoinsa.com","https://www.linkedin.com/company/himoinsa-asia-pacific"
,"Tanda Development Pte.LTD","TANDA, company that invents and manufactures technologies to address tough challenges linked to global macrotrends such as safety, security based in Singapore, is revolutionizing the global industry with our agile approach and vast network of over 300 service centers worldwide. We lead in technology, protecting properties and driving digital transformation across sectors like manufacturing, transportation, construction, and energy. We’re also dedicated to sustainability, shaping a greener future.


Info@tandasystem.com","Machinery Manufacturing","501-1,000 employees","Self Owned","Singapore , Singapore","Singapore","tandasystem.com","https://www.linkedin.com/company/tnafirealarm"
,"JIOS Aerogel","JIOS Aerogel is an innovator in critical components for lithium-ion battery systems, the world’s primary energy storage medium. Its solutions address key challenges in electrification, supporting the rapidly expanding markets for electric vehicles (EVs) and Energy Storage Systems (ESS). JIOS’ unique technology transforms the safety of Li-ion batteries by offering efficient, effective and affordable mitigation of thermal runaway and unrivalled intumescent fireproofing. This breakthrough innovation is based on JIOS’ proven experience in developing affordable, scalable solutions for energy conservation and thermal protection, from cryogenic insulation for industrial plants to extreme-temperature sportswear. At JIOS’ Global Innovation Centre in Singapore, the company continues to harness the unique thermal, acoustic and fire performance of aerogels to sustain the pace of world-changing innovation.","Chemical Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","jiosaerogel.com","https://www.linkedin.com/company/jios-aerogel-limited"
,"C&W Electronics Pte Ltd","Singapore-based engineering firm specializing in R&D wire harness design complete with an in-house manufacturing facility.

Our mission is to elevate the customer design experience and empower them in launching new products that makes a difference.

We work with global customers in highly innovative industries such as Medical, Life Science, Security and Aerospace.

We have ISO 9001 and ISO 13485 certified facilities in Singapore, Malaysia and the US (SFO Silicon Valley).","Appliances, Electrical, and Electronics Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","cnw.com.sg","https://www.linkedin.com/company/c-w-electronics-pte-ltd"
,"COALITION OF ITALIAN MANUFACTURERS (Asia-Pacific)","COALITION OF ITALIAN MANUFACTURERS is an extension of the export department of Italy's major FMCG manufacturers and operates as an overseas commercial and logistic office for its member companies. It currently manages 53 brands, 19 of which are Italy's no.1 in their category, with a cumulative global sell-out value exceeding €2bn.

We are structure in 4 divisions:
1) Management Consulting
2) Manufacturing (Licensed brands only)
3) Distribution
4) Design

• THE ITALIAN SHOWROOM Pte. Ltd. (launched in 2014 - Holding company) is the world's first physical space created in Singapore and financed by a group of leading Italian FMCG manufacturers, to showcase their brands and products, connect with distributors, manufacturers and retailers operating in the Asia-Pacific region and facilitate their business operations in the South East Asian countries. The website features the world's first Italian Product Showcase with over 600 of Italy's best health & beauty products.
www.theitalianshowroom.com

• ITALIAN COALITION Pte. Ltd. (launched in 2019, 100% owned trading company of THE ITALIAN SHOWROOM Pte. Ltd.) operates as a group of Italian manufacturers that capitalise on a collectively established commercial network in Asia-Pacific and share common resources to optimise costs and maximise their usage. It engages in direct distribution (indent model only) with Asia-Pacific retailers and supply with a single account a variety of top Italian products and brands.
www.italiancoalition.com

• CONTACT US: info@italiancoalition.com","Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","italiancoalition.com","https://www.linkedin.com/company/the-italian-showroom"
,"D.LAB Dezign Laboratories","At D.LAB Dezign Laboratories, we’re proud to be a home-grown Singapore brand with a clear mission: to bring cutting-edge IT and consumer electronics to the Asia Pacific region. We work closely with trusted factories to deliver high-quality, trendsetting products to ASEAN markets—and beyond.

We continue to collaborate with factories on ODM development for the D.LAB brand, while also supporting the distribution of China factory brands. At the same time, we’re actively seeking overseas distributors for the D.LAB brand, expanding our global footprint beyond Singapore.

Our Two-Pronged Strategy:

B2C:
We offer an integrated distribution strategy that spans both online e-commerce platforms and physical retail stores—making D.LAB products accessible to consumers throughout the region.

B2B:
We specialize in end-to-end contract manufacturing services for global companies in the IT and consumer electronics space. From design and prototyping to mass production and supply chain management—we’ve got you covered.
---
Join the D.LAB Community:
Stay connected with us and follow our journey!

 Website: www.dezign-lab.com
 WhatsApp: +65 9380 6108
Facebook
https://www.facebook.com/share/19Rr3er3BJ/

Instagram: @dlablaboratories

TikTok
https://www.tiktok.com/@d.lab_manufacturing?_t=ZS-8vkKppechB2&_r=1

YouTube
https://youtube.com/@d.lab-dezign-laboratories?si=X0Hv5jhpAg7o5Mfm

Google Reviews
https://g.page/r/CXiFkPPZOeuaEBE/review

Thank you for supporting local innovation. Together, let’s shape the future of tech.

Happy New Year 2025 from all of us at D.LAB!
#DLAB2025 #TechForTomorrow #GlobalExpansion #DlabAtGlobalSources #SingaporeBrand #InnovationInAsia","Appliances, Electrical, and Electronics Manufacturing","2-10 employees","Self Owned","Singapore, Singapore","Singapore","dezign-lab.com","https://www.linkedin.com/company/d-lab-dezign-laboratories"
,"Enetek Power Group Pte Ltd (HQ)","We engineer innovative & customised power solutions to meet stringent industry standards. Through creative engineering, smart sourcing, targeted manufacturing, efficient logistics management and services with human touch, we aim to satisfy our customers’ business interests and enhance their growth in a sustainable way.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","enetek-power.com","https://www.linkedin.com/company/enetek-power-group-pte-ltd"
,"Envu APAC","Envu was founded in 2022, a new company built on years of environmental science experience, for the sole purpose of advancing healthy environments for everyone, everywhere. We empower our partners to restore natural spaces, respond to threats with precision, and be a force for safer, stronger 
 environments where society and nature can both thrive.

Envu offers dedicated services in: Professional Pest Management, Forestry, Ornamentals, Golf, Industrial Vegetation Management, Lawn & Landscape, Mosquito Management, and Range & Pasture. Across each of its lines of business, Envu focuses its work in chemistry and beyond, collaborating with our customers to deploy innovative solutions that can help us shape a safer,
stronger future. 

Our portfolio consists of over 180 trusted and well-known brands. The company employs nearly 900 people and operates in more than 100 countries with four global innovation hubs. For additional information, visit www.envu.com.","Chemical Manufacturing","201-500 employees","Public Company","Singapore","Singapore","envu.com","https://www.linkedin.com/company/envu-apac"
,"Bralco Advanced Materials / Bralco Additive Pvt Ltd","We design, engineer, and manufacture cutting-edge electromagnetic and functional materials and products for the aerospace, radars, defense electronics, 5G transmission, automotive, marine and industrial applications.","Manufacturing","11-50 employees","Privately Held","singapore, singapore","Singapore","bralcoadvancedmaterials.com","https://www.linkedin.com/company/bralco-advanced-materials"
,"Juxing Electrical Contact Technology Pte Ltd","Juxing Electrical Contact Technology (JECT) specializes in high-performance silver alloy contacts, copper contacts, and customized electrical contact assemblies. Since 1996, our solutions have supported critical components in relays, switches, circuit breakers, and contactors across the electrical, construction, automotive, and electronics industries.

We collaborate closely with clients to develop tailored solutions that enhance product performance, reduce costs, and accelerate time-to-market. Our comprehensive capabilities—from material selection to design optimization and process innovation—are focused on maximizing product competitiveness and business value.

Supported by expert teams in R&D, engineering, and manufacturing, JECT delivers consistent quality, technical precision, and responsive service. Our long-standing industry relationships and the successful IPO of our parent company underscore our commitment to innovation, reliability, and long-term client success.","Appliances, Electrical, and Electronics Manufacturing","201-500 employees","Privately Held","Singapore, Singapore","Singapore","juxingtec.com","https://www.linkedin.com/company/juxingtec"
,"NEXCON PTE LTD","NEXCON is the pioneer in HVAC connection with Braze-free Connection technologies. We aim to provide safer, more convenient and cost effective connections for the industry. Our products are designed for harsh conditions such as high/low heat, vibration and corrosion , more than 100 tests have been applied worldwide in order to guarantee our product quality. NEXCON als o provides custom solutions for Braze-free connection technologies in the fields of manufacturing, installation and servicing of refrigeration
and air conditioning.","Machinery Manufacturing","11-50 employees","Partnership","Singapore","Singapore","nexcon.sg","https://www.linkedin.com/company/nexcon-pte-ltd"
,"TechnoDigm Innovation","TechnoDigm was founded in 2006 as a company based on decades of experience and research along with a sole vision to bring Fluid Dispensing and UV Curing technology to the next level, a real paradigm shift.

At TechnoDigm, we are completely dedicated to solving real-time challenges experienced by businesses worldwide through the provision of individualized, high-quality, advance technological dispensing solutions with professionalism, pride, and determination. We endeavor to comprehend the challenges that businesses are confronting today and use our strong technology acumen to discover exclusive and unprecedented solutions for them.

It matters to us when you’re spending your time and effort on dispensing and UV curing technology that should provide results and quality, just the way you need it to, and last for years. Our quality assurance department integrates user feedback to guard user safety as well as to ensure that you get what you pay for. Using our expertise in close cooperation with technological professionals and industrial material suppliers, we help businesses beyond our limits, improving how they can enhance their experience conveniently.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","technodigm.com","https://www.linkedin.com/company/technodigm-innovation-pte-ltd"
,"Sharp Singapore Electronics Corp.","At Sharp, we work with our clients to achieve the best results that enable them to deliver superior user experiences in diverse fields. Our clients span across industries such as IT/laptop, medical, industrial, automotive and more. Apart from LCD screen technologies, Sharp proprietary Plasmalcuster technology is also available for commercial and industrial applications.

Founded and based in Japan with multiple branch offices around the world, we uphold our resolve in the pursuance of the most excellent in innovation and technology where our strengths lie.

Bringing IGZO to the world, Sharp is the world leader in mass production of this revolutionary technology. Ushering in a whole new spectrum of possibilities that have transformed our lives in the present while painting a more vibrant and high-energy efficient future for screens.

With Sharp, you are guaranteed quality products with exceptional service. We are absolutely committed to developing the next world captivating product with you. Speak with us today to find out more.","Appliances, Electrical, and Electronics Manufacturing","51-200 employees","Privately Held","119968","Singapore","sharpdevices.com","https://www.linkedin.com/company/sharp-singapore-electronics-corporation-pte-ltd"
,"Chlor-Al Chemical Pte Ltd / Taiko Marketing (S) Pte Ltd","TMK Chemical Bhd. (formerly known as Taiko Marketing Sdn. Bhd.) was established in 1989 as the principal trading arm for chemicals manufactured and imported by the Taiko Group of Companies. We are the leading industry player in the inorganic chemicals industry in Malaysia, with multiples facilities and terminals across the country.

Recognizing the importance of constant development, TMK Chemical Bhd. has progressed from supply and distribution and ventured into the business of manufacturing and blending of chemicals, building our own warehouses, liquid bulk terminals and plant to facilitate our expansion.

The Taiko name is synonymous with dynamic and sustainable growth, sound financial fundamentals, professional management and a strong commitment to quality and excellence - our company is ISO 9001 certified to assure our discerning customers that the quality of our products is never compromised.

We believe our people are the crucial building blocks of a successful company, which is why we have designed programs for new hires and existing employees alike to groom and upskill the next generation of leaders who will carry the torch as the company continues to flourish in the industry. 

TMK Chemical Bhd. is imbued with the Group’s culture and philosophy of our founder, who was renowned for his dedication to fundamental business ethics such as hard work, honesty, teamwork and entrepreneurship. These fundamentals have steered the Group through challenges and the Group's exceptional growth over the past 34 years is a testament to its success.","Chemical Manufacturing","201-500 employees","Privately Held","Singapore","Singapore","chloralchemical.com","https://www.linkedin.com/company/chlor-al-chemical-pte-ltd-taiko-marketing-s-pte-ltd"
,"Manitou Asia","A world reference in handling, access equipment and compact earthmoving activities, the mission of Manitou Group is to improve working conditions, safety and performance worldwide, while preserving people and their environment.","Machinery Manufacturing","51-200 employees","Public Company","Singapore","Singapore","manitou.com","https://www.linkedin.com/company/manitou-asia"
,"FMCG Consulting","FMCG consulting provides confidential technical consulting services in the FMCG sector.

Key product sector focus areas are:

  - Baby Diapers
  - Adult Diapers
  - Feminine hygiene
  - Tissue/Towel/Napkin

Key technical focus areas are:

  - High speed current generation production systems up-to 1500 ppm (baby diaper).
  - High speed next generation production systems up-to 3000 ppm (baby diaper).
  - 4D & 5D SAP printing.
  - FMCG customisation.
  - Advanced factory design (hygiene sector focused) using latest architectural methodology to maximise organisational effectiveness, operational efficiency, total supply chain efficiency and brand awareness.
  - Next generation FMCG off-line utility interface.
  - Next generation reclaim/recycling technology.
  - Low cost geo-thermal HVAC.
  - Strategic decision-making ""Automation verses outsourcing"".
  - Outsourcing (´Focus on China & South East Asia). 
  - Robust Automation & efficiency improvements.
  - Breakthrough process design.
  - Digital Manufacturing.
  - Innovation processes from front-end of innovation to go-to-market.
  - Managing technically complex, innovation programs & launches.
  - New business development.","Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","fmcgconsulting.biz","https://www.linkedin.com/company/fmcg-consulting"
,"Ding Xin Precision Engineering & Design","Your One-Stop CNC Machining Partner in Singapore
Ding Xin Precision Engineering & Design was established in 2010, specialising in high precision CNC machining services. We proudly support a wide range of industries such as Automotive, Medical, Semiconductor, and Offshore Oil & Gas—delivering cost-effective, high-quality solutions with a strong commitment to on-time delivery.
 Small to large batch machining
 Fast turnaround for urgent orders
 Reliable quality and customer service
Whether you need rapid prototyping or full-scale production, our team is ready to support your project with precision and efficiency.

 Send your enquiry to: dingxinprecisionengineering@gmail.com
 Visit us at: https://dingxinprecisionen.wixsite.com/dingxin","Industrial Machinery Manufacturing","2-10 employees","Partnership","Singapore","Singapore",,"https://www.linkedin.com/company/ding-xin-precision-engineering-design"
,"Tai Sin Electric Limited","Tai Sin Electric Limited was incorporated in 1980 and has built a successful cables and wires business serving a diverse range of industries for both the private and public sectors in all categories of industrial, commercial, residential and offshore & marine projects. 

To cater for the robust growth in the regional market, Tai Sin operates three cable manufacturing plants, which are located in Singapore, Malaysia and Vietnam. All of which are fully equipped with the latest manufacturing facilities and technologies to meet increasing demands.

Over the years, Tai Sin has expanded and diversified steadily to become the Tai Sin Group of Companies, which is now public listed on the Main Board of Singapore Stock Exchange (SGX).

We have grown steadily based on a sound business philosophy of providing quality products using leading edge technology, backed by unfailing excellence in customer service and faster turnaround time to maintain customer loyalty. These are also our beliefs and values that give us the strength and confidence to continue to grow, excel and succeed.","Appliances, Electrical, and Electronics Manufacturing","51-200 employees","Public Company",,"Singapore","taisin.com.sg","https://www.linkedin.com/company/taisinsg"
,"DwyerOmega APAC","DwyerOmega is a trusted global leader in sensing, instrumentation, and process control solutions, supporting HVAC, industrial, manufacturing, and research applications where precision and reliability matter most.

Through a broad offering of precision instruments and a portfolio of industry-leading brands with a strong legacy of engineering excellence, DwyerOmega empowers customers to measure, monitor and control critical parameters, from indoor air quality and environmental conditions to complex process variables. Always enhancing safety and driving operational optimization. Improving the world, one measurement at a time.

DwyerOmega APAC is responsible for the business in Asia Pacific. The offices are located in Singapore, Australia, India, Korea, Japan and China.","Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","omega.com","https://www.linkedin.com/company/dwyeromega-apac"
,"Metalcool Pte Ltd","Metalcool is Singapore’s preferred metalworking solutions provider, backed by Industry 4.0 and advanced manufacturing technology. Our priority is to provide customized solutions and customer satisfaction with the promise of quality, excellence and professionalism.

The status quo is not good enough for us. Metalcool is continually exploring for opportunities to improve the current CNC machining scene to meet our clients' varied manufacturing needs.","Industrial Machinery Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","metalcool.com.sg","https://www.linkedin.com/company/metalcool-pte-ltd"
