"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"Singapore Aviation Academy","The Singapore Aviation Academy (SAA), established in 1958, is the internationally-recognised training arm of the Civil Aviation Authority of Singapore. It offers a wide range of operational and management programmes that benchmark international standards and best practices to meet the training needs of the global aviation community. SAA is an ICAO Regional Training Centre of Excellence, ICAO Aviation Security Training Centre, ICAO-endorsed Government Safety Inspector Training Centre and ICAO TRAINAIR PLUS Full Member.

Through its four specialised schools - School of Aviation Management, School of Aviation Safety & Security, School of Air Traffic Services and School of Airport Emergency Services - SAA has trained over 91,000 participants from 200 countries and territories since 1958.

By consistently staying ahead of developments taking place in international civil aviation, SAA is able to develop new programmes not readily available elsewhere. SAA also offers degree and graduate diploma programmes through alliances with reputable national and overseas academic institutions.

The Academy provides a forum for information sharing and networking amongst the managers and specialists in the international civil aviation community, by organising workshops, conferences and seminars regularly. It also hosts numerous international meetings and conferences organised by international organisations such as ICAO, APEC and ACI.","Aviation and Aerospace Component Manufacturing","51-200 employees","Educational","Singapore","Singapore","caas.gov.sg","https://www.linkedin.com/company/singapore-aviation-academy-saa-"
,"Penguin International Limited","Thursday, 5 January 2023
9:59 AM

Penguin International Limited is a publicly listed Singaporean homegrown company.

We specialise in the design, construction, ownership and operation of aluminium high-speed craft.

Since 1995, we have delivered more than 200 aluminium workboats, patrol craft and passenger ferries to ship owners around the world. These include our proprietary FLEX multi-role crewboats, armoured security boats and windfarm vessels, built under our self-funded stock vessel construction programme.

Our designs are jointly developed by our integrated shipbuilding and ship management teams in Singapore, backed by more than three decades of operational experience. We typically own and operate what we design and build. 

We also undertake owner-specific build-to-order, repair and conversion projects for a variety of high-speed craft.

Whether you are a ship owner or a charterer, you will enjoy peace of mind with the Penguin brand, which stands for integrity, professionalism and mutual respect.

Go ahead. FLEX YOUR FLEET today!","Shipbuilding","201-500 employees","Public Company","Singapore","Singapore","penguin.com.sg","https://www.linkedin.com/company/penguin-international-limited"
,"F-drones","F-drones’ vision is a world where maritime logistics is more efficient and sustainable. We develop and operate proprietary aerial delivery drones, which can ultimately deliver 100kg loads over 100km, to ships and offshore platforms. F-drones is the first company in the world to provide 24-hour commercial beyond-visual-line-of-sight (BVLOS) drone deliveries.","Aviation and Aerospace Component Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","f-drones.com","https://www.linkedin.com/company/f-drones"
,"Cosmostar Singapore Private Limited","Cosmo is known as the leading textile manufacturing company for the footwear industry worldwide.

We pride ourselves in our ability to service our customers using a versatile, multi-faceted manufacturing platform offering Performance Linings; Fashionable Uppers; Strobel and Insole Board; Waterproof Systems; Soft, Breathable Laminations; One-Piece Jacquards; Bio-Based and Recycled Materials; and multiple value-added finishes.

We are pleased to offer environmentally-friendly, sustainable options at key price points. We also take great effort in working on R&D exclusive partnerships with key brands.

Cosmostar Singapore Private Limited serves as our corporate Asia HQ, and we proudly adopt six Tripartite Standards:
1) Recruitment Practices
2) Employment of Term-Contract Employees
3) Flexible Work Arrangements
4) Grievance Handling
5) Age-Friendly Workplace Practices
6) Work-Life Harmony

https://www.tal.sg/tafep

Cosmo Careers: https://cosmo.darwinbox.com/ms/candidate/careers","Textile Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","cosmofabric.net","https://www.linkedin.com/company/cosmostar-singapore-private-limited"
,"IAS ANALYSIS","IAS ANALYSIS is committed to being an enterprise with a spirit of innovation and providing whole-process NIR analyzers and tailored services to customers from diverse industries.","Measuring and Control Instrument Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","iat-tech.com","https://www.linkedin.com/company/iasglb"
,"Heveya","Comfort meets nature

Our story is simple, really. We’re here because we believe that there is a way to sleep better, naturally. That’s why we created Heveya, the first fully certified organic latex mattress.

Heveya originated in a response to demands for comfortable mattresses made of natural materials and produced in an environmentally friendly way.

Today, Heveya is more than just high-quality latex mattresses. With expanding our range to include organic bedsheets, duvets & sustainably sourced bedframes, Heveya has everything in-store to help you sleep better, naturally.","Furniture and Home Furnishings Manufacturing","11-50 employees","Public Company","Singapore, Singapore","Singapore","heveya.sg","https://www.linkedin.com/company/heveya"
,"EXSTO","At Exsto, we're more than just leaders in ergonomic workplace solutions - we're trailblazers dedicated to enhancing the comfort and well-being of our users. With a firm commitment to adaptability in an ever-evolving world, we're excited to announce our latest endeavors to integrate cohesion, ergonomics, and sustainability into our offerings.

Our mission is to create cohesive environments that foster inclusivity and flexibility. By embracing versatile working styles, we cater to a diverse range of users, ensuring everyone feels valued and supported in their workspace.

As we embark on this new chapter, we're thrilled to share Exsto's exciting new direction. Our unwavering dedication to productivity, comfort, and well-being remains at the core of everything we do. By integrating cohesion, ergonomics, and sustainability into our offerings, we're raising the bar for workplace design and shaping a brighter, more sustainable future.

Join us as we push the boundaries of innovation, elevate workplace standards, and pave the way for a harmonious future where people, businesses, and the planet thrive together.","Furniture and Home Furnishings Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/exsto-asia"
,"Country Foods","Our Purpose 
— Connect and Create a Better World through Food 

Our Vision
— To be a global leader that feeds and delights communities through integrated food solutions

Our Mission
— To deliver safe, affordable, quality and tasty food through innovation, sustainable efforts, partnerships and a resilient supply chain","Food and Beverage Manufacturing","201-500 employees","Public Company","Singapore","Singapore","countryfoods.com","https://www.linkedin.com/company/countryfoods"
,"HYDGEN","HYDGEN is a spin-off of the National University of Singapore, driving breakthrough innovation in green hydrogen technologies. Our advanced electrolyzers leverage proprietary catalysts, membrane, and stack designs to offer unparalleled power efficiency and cost-effectiveness. With this, we can generate green hydrogen at the lowest unit costs, unlocking the full potential of green hydrogen to decarbonize many industries and create a cleaner future.","Renewable Energy Equipment Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","hyd-gen.com","https://www.linkedin.com/company/hydgen"
,"ICF Group","ICF Group is one of the market leaders in Asia for marine interior refurbishment. With more than 30 years of experience in ship interior refurbishment, we have a wealth of knowledge that covers the Cruise & Ferry, Oil & Gas, Offshore, New Builds and Super Yacht sectors.

We are an A-Z Company, a one stop solution in design, planning, engineering, construction and delivery of the highest standards; such as structural steelwork, piping, HVAC, electrical and logistics support - all coordinated from our Singapore based headquarters to any part of the world.

At ICF, we offer unparalleled knowledge and experience for completing projects on time and to budget. These skills combined with our customized interior maintenance and revitalization packages ensure that our clients are looked after at every step in our journey together - of expert designing, building beautiful interiors and timely delivery as We Build Your Dreams.","Shipbuilding","201-500 employees","Privately Held","Singapore","Singapore","icfint.com","https://www.linkedin.com/company/icf-international-pte-ltd"
,"Sustenir Group","Sustenir is a B corp certified, pioneering fresh superfood company on a mission to revolutionise our diets and nourish both people and the planet. Sustenir brings a diverse range of nutrient-rich, flavourful produce to the table, helping consumers easily embrace a healthier lifestyle. With controlled environment agriculture, Sustenir grows an array of vibrant greens, including their signature Kinky Kale and Toscano Kale enriched with GABA for enhanced nutritional benefits. But it doesn't stop there; Sustenir offers drinkable superfoods Great Guts, Evergreen Elixir and Mindful Mojo smoothies, which are carefully crafted to support consumers’ daily intake of leafy greens whilst providing functional benefits to improve gut health, healthy ageing, and mental well-being. Their commitment to building a superfoods platform to improve health-spans in dense urban cities is redefining what it means to eat and live well, one leaf at a time.","Food and Beverage Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","sustenir.com","https://www.linkedin.com/company/sustenir-group"
,"Aerospec Supplies Pte Ltd","Armed with over 31 years of track record in Talent Acquisition - Aerospec Supplies specializes in manpower supply for the Aerospace sector, providing fully certified and licensed aircraft technicians, aircraft engineers and airport ground staff; including manpower for maintenance, repair, and operation (MRO business). Trusted by companies in the industry and thanks to their invaluable support, we have been able to extend our manpower trade scope in Aerospace to also include sourcing for and acquiring Talent to fulfill a more holistic  manpower solution for our valued clients including logistics, defense, and military.","Aviation and Aerospace Component Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","aerospec.com.sg","https://www.linkedin.com/company/aerospec-supplies-pte-ltd"
,"SunGreenH2","SunGreenH2 is an award-winning company unlocking affordable green hydrogen production with a disruptive proprietary technology to manufacture high performance, low cost electrolysers with industrial lifespan using advanced nanostructured materials.

Utilizing proprietary technology developed over ten years of research in Singapore and a novel nano-engineering process, SunGreenH2 is commercializing a universal porous transport layer, electrocatalyst platform and electrolyser stacks for lowest cost of green hydrogen production for mass-scale adoption.

For more information visit sungreenh2.com","Renewable Energy Equipment Manufacturing","11-50 employees","Privately Held","One North, Central Singapore","Singapore","sungreenh2.com","https://www.linkedin.com/company/sungreenh2"
,"Barramundi Group","Our mission is to help close the world’s protein gap by championing barramundi as a high quality, sustainable source of protein endorsed by top chefs around the world while safe guarding the world’s oceans and environmental resources 

Founded in 2008, Barramundi Group Pte Ltd is the top 5 barramundi producers in the world. We own and operate our barramundi farms in Brunei and market our own registered brands of sustainable ocean-farmed Barramundi through the Kühlbarra and Cone Bay Barra brands that are currently in Australia, Singapore, US, China, Korea, Hong Kong etc.

Barramundi Group was listed on Euronext Growth Oslo on 12 August 2021. For more information, please visit Barramundi Group's listing page on the Euronext website: https://tinyurl.com/2kezn4z4","Food and Beverage Manufacturing","51-200 employees","Public Company","Singapore","Singapore","barramundi.com","https://www.linkedin.com/company/barramundi-group-ltd"
,"Mooreast","EXPERIENCES & CAPABILITIES
With more than 20 years of servicing the Marine and Offshore Industries in and around this region and through valuable experiences earned, we have improved & expanded our capabilities to meet the growing demands of the industries.
Key Capabilities:
•	Provides mooring specialist services to customers mainly in the offshore, oil & gas and marine industries.
•	Design and production of mooring buoys and special application buoys, mooring components, chain stoppers, winches and anchors. 
•	Fabrication and repair of various offshore components and special fabrication for special mooring requirements for tools and equipment.
•	Fabrication of offshore containers, baskets and marine & subsea steel structures including wire chutes, sea fasteners, & deflectors.
•	Shipbuilding and retrofitting for vessels, semi-submersible rig, etc.

Key Products:
•	Super High Holding Power ANCHORS
•	Chain TENSIONERS
•	Mooring CHAINS – Stud Link and Studless Chains from grades U2, U3 up to offshore grades R4S & R5.
•	Steel WIRE ROPES – From Six Strand to Spiral Strand as well as Slings & Grommets.
•	Mooring CONNECTORS, Plates & Shackles – From H-Links, LTM Shackles to Kenter Joining Shackles, Pear Links to Swivel Forerunners as well as Triangular Plates.
•	Mooring ROPES – Deepwater Mooring, Polyester, Mooring Hawsers & Other Synthetic Ropes.
•	Mooring WINCHES - including lifting winches.
•	Complete MOORING SYSTEMS for Temporary and Permanent Mooring Systems.

Range of Packaged Services:
•	Supply of Complete Mooring System inclusive of Design and Engineering.
•	Rental Package of Complete Mooring System for long & short term usage.
•	Design & Build of steel structures for marine & subsea purposes.

 Please visit our website @: www.mooreast.com.sg for more details.","Renewable Energy Equipment Manufacturing","51-200 employees","Public Company","Singapore","Singapore","mooreast.com","https://www.linkedin.com/company/mooreast"
,"ACE Thermal Transfer Ribbon","Worldwide leader in Thermal Transfer Ribbons

Welcome to ACE, your go-to supplier for high-grade thermal transfer ribbons at competitive prices!  

Why Choose Us:

We specialise in delivering high performance thermal transfer ribbons to clients worldwide. Our commitment to quality meets affordability, ensuring you get premium products whilst keeping costs down.

 What Sets Us Apart:
 High-Quality: We pride ourselves on offering ribbons that meet the highest industry standards.
 Global Reach: From local businesses to international enterprises, we supply quality solutions across the globe.
 Cost-Effective: Enjoy the best without compromising your budget.
 Incredible Account Management: Our team of account managers are there to support your every needs and ensure you are getting an incredible service
 Working with brands such as Adidas, Nike, Zara, Decathlon, Hollister, Superdry, R-Pac, SML, Checkpoint 


Discover the perfect thermal transfer ribbon solution with ACE. 
Elevate your printing experience with us! 

Connect with us for inquiries or explore our catalogue at www.acettr.com. 
We have a range of over 30 products of TTR & TTO.","Printing Services","51-200 employees","Privately Held","Singapore","Singapore","acettr.com","https://www.linkedin.com/company/ace-ttr"
,"Sourcebynet","With 25 years of experience, we design, source and deliver furniture for some of the world’s most loved brands. Bold, beautiful, functional products that deliver on quality, price and speed. From certified wood to ethical sourcing, quality and compliance are built into everything we do.

As the lead partner for Disney and Bluey furniture, we also co-design, develop and manufacture licensed collections that bring joy, imagination and storytelling into homes across the globe.

SOURCEBYNET. YOUR TRUSTED FURNITURE PARTNER.","Furniture and Home Furnishings Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","sourcebynet.com","https://www.linkedin.com/company/sourcebynet"
,"Tru-Marine","Tru-Marine specializes in the Maintenance, Repair, and Overhaul (MRO) of turbochargers in marine, offshore, locomotive and power plant applications.  

Our service dedication is grounded on innovative technology and operational excellence – where we value add with cost-effective and innovative repairs as alternatives to the premature replacement of worn turbocharger parts.  

BOOK YOUR SERVICE at turbo@trumarine.com","Shipbuilding","201-500 employees","Privately Held","Singapore","Singapore","trumarine.com","https://www.linkedin.com/company/tru-marine"
,"Vanguard Interiors","Established in 1991, Vanguard Interiors is the pioneer in developing innovative office solutions to enhance organisational workflow and collaborative interactions.  We have been at the forefront of interior office furnishing, taking the lead to achieve higher standards of product innovation and quality. Our commitment is to bring value to our clients and maximise their returns via premier commercial interior solutions. We strive forward in the vision to provide solutions for companies big or small, in various diverse industries.

In 2004, Proof Living was established to focus on residential and hospitality furnishings. In 2005, Dream Interiors was set up in collaboration with leading American brand, Knoll International, to provide designer furniture and workplace furnishing products to the rest of Asia markets. 

Today, our establishment stretches across 10 countries, namely Singapore, China, Taiwan, Hong Kong, Malaysia, Thailand, Indonesia, Philippines, India and UK. The Vanguard Interiors group has also expanded into other disciplines which include Lifestyle, Retail, F&B and Fashion, creating an extensive portfolio of subsidiaries which include Crate&Barrel Singapore, BoConcept Singapore and Malaysia, and SuitSupply Singapore.","Furniture and Home Furnishings Manufacturing","201-500 employees","Privately Held","Singapore","Singapore","vanguard.com.sg","https://www.linkedin.com/company/vanguard-interiors"
,"White Lion Foods","Our purpose is simple, make humanity healthier, bring wealth to the communities we serve, and leave Earth in better shape than we found it.

White Lion Foods is a leading agritech group and one of Asia’s fastest-growing businesses, headquartered in Singapore with operations in Hong Kong, South Korea, Australia, USA, Brazil and Peru, we use technology to produce the highest quality nuts and garlic on the planet. We are one of the global leaders in the production and exportation of Peruvian Brazil Nuts, and the number 1 exporter of Andean purple garlic. We are delivering thousands of tones of product to 30 countries around the globe every year.","Food and Beverage Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","whitelionfoods.com","https://www.linkedin.com/company/white-lion-foods"
,"ShipConstructor Software - SPI","ShipConstructor Software Solutions- (SPI) Strategic Partner International - A Strategic Partner of SSI Canada, an international company providing Autodesk based software solutions to the shipbuilding and offshore industry. SPI ShipConstructor Software focuses on sales, support, training, and implementation for Middle Eastern and Indian users of SSI’s ShipConstructor and EnterprisePlatform PLM software. SPI ShipConstructor Software is headquartered in Singapore and Dubai, the heart of the MENA and Southeast Asia shipbuilding region and staff members have extensive knowledge of engineering and design software.
SSI ShipConstructor, an Autodesk based Shipbuilding & Offshore Software.
ShipConstructor software, an AutoCAD based CAD/CAM product line; and Enterprise Platform, a tool for sharing product data model information.","Shipbuilding","11-50 employees","Privately Held","Singapore","Singapore","shipconstructorsoftware.com","https://www.linkedin.com/company/shipconstructor-software-spi"
,"Lita Ocean","Lita Ocean was established in the 1970s and has since become one of the leading shipping companies in Singapore providing a diverse range of marine and shipyard services.

Our well-equipped waterfront yard, a fleet of more than 40 various types of vessels and an experienced workforce have served various governmental organizations, port authorities, international oil majors, offshore oil and gas companies, marine engineering and marine service providers.

Our business encompasses the following areas:
•	Owners and operators of tugs, barges, ferries, landing crafts and 
 floating cranes
•	Shipbuilding, repair and fabrication works
•	Ship operators and agents
•	Specialist handling of Class 1 explosive cargo and ammunition
•	Tank cleaning, gas freeing and hydro/grit blasting
•	Oil Spill Response and Deployment
•	Marine consultant services

We have a fleet of more than 50 various types of vessels available for charter for a diverse range of applications. They include Ro-Ro vessels, landing crafts, floating cranes, tugs, barges, launches, ferries, pilot boats, mooring boats and multipurpose work boats. Our marine services are ISO 9001: 2015 certified.

The business model of builder-owner-operator has provided us with many benefits that are passed on to our clients. Our knowledge gained from operating our own vessels gives us the edge to build boats that are practical, capable, contemporary Design & Comfort and cost-efficient in operations. Our control and emphasis on quality ensure that vessels leaving our yard are in top notch condition.  

Our reputation in this field is widely known for our 'Safe' and 'Efficient' operation models. We have achieved numerous awards and recognition over the years from the governmental and private organisations. 

Lita Ocean is strongly committed to serve and willing to go extra miles to gain client's satisfaction. In more coming years, we will continue to deliver our promise to carry out 'Safe & Sound' environment for all.","Shipbuilding","201-500 employees","Privately Held","Singapore, West Region","Singapore","litaocean.com","https://www.linkedin.com/company/litaocean"
,"Garuda Robotics","Garuda Robotics is at the forefront of developing Unmanned Aircraft and AI systems. Our mission is to empower enterprises, governments, and professional operators with drone and AI technologies.","Aviation and Aerospace Component Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","garuda.io","https://www.linkedin.com/company/garuda-robotics"
,"Nutrition Innovation - Transforming world health through sugar innovation.","Nutrition Innovation technology empowers global mills and refineries to produce raw low GI sugar (at industrial scale) as a replacement or reduction strategy for white refined sugar in the world's food and beverage brands.

This innovation unleashes the development of better, healthier food & beverage products.

We create partnerships in the battle to combat the global obesity & diabetes epidemic through research, development and the adoption of low GI sugar replacement and reduction in consumer products.

Providing a solution to governments, producers, industry, manufacturers and consumers – from farm to plate.

Nutrition Innovation has been awarded Top 10 Start-up by FI Europe 2017, Best new ingredient by the World Food Awards and the Asia Food Innovation Awards 2019, Global Agri-Food Tech Winner by Slingshot 2019, One of Singapore’s Top 20 Start-ups 2019, part of the Global FoodTech 500 in 2019, 2020 and 2021, named as one of the Best Small Business in the world driving food change by the United Nations in 2021 and been awarded having breakthroughs in immunity at Future Food Tech 2022 and the World Food Forum Start-Up Awards 2022.

Let's make the world a healthier place.

For more information contact: 

Matthew Godfrey. CEO
matthew@nutritioninnovationgroup.com
https://www.linkedin.com/in/matthew-godfreyceo/","Food and Beverage Manufacturing","11-50 employees","Privately Held",,"Singapore","nutritioninnovationgroup.com","https://www.linkedin.com/company/nutritioninnovationgroup"
,"Growthwell Foods","Growthwell Foods, a Temasek backed food-tech startup, is Asia’s leading plant-based nutrition company. Growthwell Foods develops plant- based brands like HAPPIEE! currently available in leading supermarket chains in Singapore such as Cold Storage, NTUC FairPrice, Prime Supermarket, and RedMart.

Working towards its vision of harnessing the power of plants to nourish a billion lives, the company continues to invest in plant-based research and development, driving innovation for its valued partners and consumers globally.

By infusing food cultures with plant-based innovation, Growthwell contributes to a healthier, more sustainable food system that respects the body, local culinary traditions, and the planet.","Food and Beverage Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","growthwellfoods.com","https://www.linkedin.com/company/growthwell-foods"
,"Boeing Asia Pacific Aviation Services Pte Ltd","Boeing Asia Pacific Aviation Services Pte Ltd (“BAPAS”) is a new joint venture formed between the Boeing Company and SIA Engineering Company (SIAEC). The joint venture will leverage on Boeing’s original equipment manufacturer (OEM) expertise and advanced e-enabling technology, as well as SIAEC’s extensive maintenance experience and knowledge of airlines’ engineering needs. BAPAS will offer a customized, comprehensive and integrated suite of engineering, materials management and fleet support solutions for Boeing 737, 747, 777 and 787 aircraft for customers in Asia Pacific and beyond.","Aviation and Aerospace Component Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","bapas-sg.com","https://www.linkedin.com/company/boeing-asia-pacific-aviation-services"
,"Keppel Singmarine","Keppel Singmarine possesses a strong track record for reliable and versatile newbuild solutions. We have constructed some 400 ships of diverse types and sophistication levels for a global customer base.

http://www.keppelom.com/en/content.aspx?sid=2574With good project management, a highly-skilled workforce and robust engineering capability, we deliver value-added turnkey solutions to our customers safely, on time and within budget.","Shipbuilding","501-1,000 employees","Privately Held","singapore","Singapore","keppelom.com","https://www.linkedin.com/company/keppel-singmarine"
