"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"Neel's Pte Ltd","Neels Pte Ltd was founded and commenced operations in the early 1990s. We have been in the business for more than 20 years and have established ourselves as one of the leading importers, wholesalers and distributors of Corporate Gifts in Singapore. We constantly strive to provide the most competitive prices along with guaranteeing customer satisfaction.

Browse our catalogue of corporate gifts and promotional merchandise at www.neels.com.sg","Wholesale","11-50 employees","Privately Held","Singapore, Singapore","Singapore","neels.com.sg","https://www.linkedin.com/company/neel's-pte-ltd"
,"Eco-Agri Global","Explore Eco Agri’s diverse range of starches and flours for food applications, featuring potato-based and tapioca-based products. Our portfolio includes native and modified starches ideal for thickening, binding, and texturizing in soups, sauces, and snack foods.","Food and Beverage Manufacturing","51-200 employees","Partnership","Singapore , SINGAPORE","Singapore","ecoagri-food.com","https://www.linkedin.com/company/ecoagriglobal"
,"Supplylabs","Set up as a consultancy business to help launch high growth brands from the west looking to scale in APAC. Focused on B2C companies in the E-commerce, Agritech or FMCG markets. Services include but not exclusive too:

- Go to market strategy 
- Local Company set up 
- Food licenses 
- Pricing comparisons
- Regional Distributor selection 
- Creating and executing Partnership’s
- Building out local teams 
- Scaling all of the above across APAC

A proven track record for a variety of brands (see additional positions held by Rupert Findlay within the LinkedIn feed) previously, with contracts varying from 6mth to 3yrs.","Manufacturing","11-50 employees","Privately Held","singapore, Singapore","Singapore","supplylabs.sg","https://www.linkedin.com/company/supplylabs"
,"Top Gourmet Food Industries Pte Ltd","The Fast Gourmet Innovator!

Top Gourmet Food Industries, founded in 1999, is an innovative manufacturer of ready-to-eat, conveniently packaged foods that are both delicious and healthy. We rely on our authentic and time-honored recipes, using only the freshest ingredients, to maintain a high standard of quality. Our products are also free from preservatives.

Today, Top Gourmet produces more than 20 varieties of ready-to-eat gourmet, which include delicious Fast Gourmet Appetizers like Nonya Achar and Korean Kimchi, irresistible Fast Gourmet Desserts like Cheng T'ng, Sweet Yam Paste with Ginkgo, and Aloe Vera Ice Jelly, and authentic chili sauces like Belachan, XO Prawn, Chinchalok and Lime.

With our ingenious ready-to-eat Fast Gourmet, you can now enjoy and serve appetizing and scrumptious gourmet food in comfort and style…no more long hours in the kitchen...we do it all for you!

For the food service industry, we specialize in saving you time, labor and money by producing high quality processed ingredients such as peeled and cut root vegetables, finely grounded herb pastes, pickled vegetables and chili sauces. No more washing, cutting or cleaning up!

We also offer exotic ingredients like Pang Da Hai (Malva Nut), Basil Seeds (Frog Eggs), Aloe Vera and Tamarind Juice.

Top Gourmet’s products are certified Halal. We have been awarded with the ISO 9001 Quality Assurance Certification, as well as the HACCP International Certification for food safety management systems.

Our products are sold locally in Supermarkets, Minimarts, Convenient Stores, Restaurants, Caterers, Cafes, Petrol Station Minimarts, etc. Regionally, we now have a presence in Western Australia and Auckland, New Zealand. We are also looking to expand to Hong Kong, & Japan and other parts of Australia.

In addition to our current lines of products, we can also tailor our products to meet your requirements, private labeling and packaging.","Food Production","11-50 employees","Privately Held","Singapore, Singapore","Singapore","topgourmet.com.sg","https://www.linkedin.com/company/top-gourmet"
,"AL-Tech Instrumentation & Engineering Pte Ltd","With AL-Tech by your side, you can count on us for complete solutions in automating this. It is our job to not only provide service tailored to your operating requirements but also at an affordable cost, catering to anywhere around the globe. We are known in these industries for the following benefits","Manufacturing","11-50 employees","Partnership","Singapore","Singapore","al-tech.com.sg","https://www.linkedin.com/company/al-tech-instrumentation"
,"Season Global Trading Pte Ltd (四季全球贸易）","Always deliver as promised. Herald our commitment and dedication as a FMCG global trading company. Spanned across the globe, we have worked relentlessly to fulfill in every meaningful way whatever task is given. That's us, that's Season Global. 

我们如期交付，按照承诺。。宣布我们作为快速消费品全球贸易公司的承诺和奉献精神。我们遍布全球，我们不懈地努力以各种有意义的方式来完成任务。那就是我们，那是'四季全球“‘。","Manufacturing","11-50 employees","Partnership","Singapore","Singapore","seasonglobal.co","https://www.linkedin.com/company/season-global-trading-pte-ltd-世季全球贸易）"
,"My Bartender Pte Ltd","Established in 2015.
My Bartender Pte Ltd was founded in 2015. We started as a Bartender For Hire company and since then we have been working hard to full fill the customer needs. Now My Bartender is specialised in providing Mobile Bar Services, Alcohol & Non-Alcohol Catering, Bartender & Butlers for hire, Bar Equipment & Glass Rental, Food Catering and Liquor Delivery with good customer satisfaction in island-wide Singapore.","Food & Beverages","2-10 employees","Privately Held","Singapore, Singapore","Singapore","mybartender.sg","https://www.linkedin.com/company/mybartender-pte-ltd"
,"Anibene Pte Ltd","Import of German pet supplies to Asia - food and non-food, e.g. holding the distribution rights for ""Trixie"" pet accessories. 
Export of premium freeze dried pet food to Europe.
Supplying Asian retailers with premium private label food from Germany.","Manufacturing","2-10 employees","Privately Held","Singapore, Singapore","Singapore","anibene.com","https://www.linkedin.com/company/anibene"
,"Antidote Juice","Antidote is a rapidly growing food and beverage brand looking to enhance health and well-being and encourage healthy living for everyone through our cold-pressed juices and more. We use only the highest quality natural ingredients and superfoods to connect people to real nutrition to allow both mind and body to function at the highest levels.

We are looking for bright, driven and like-minded people to join our team. Feel free to drop us an email if you think that might be you!","Food & Beverages","11-50 employees","Privately Held","Singapore","Singapore","antidote.sg","https://www.linkedin.com/company/antidote-juices"
,"Eat Plant Love","We are what we eat - that's why it's important to eat good. Joy, happiness and health comes from a serving of delicious, healthy and hearty food made from meat-free ingredients in balanced combinations. That's our firm belief at EPL.","Food Production","2-10 employees","Privately Held","Singapore","Singapore","eatplantlove.com","https://www.linkedin.com/company/eatplantlove"
,"Roots of Quality Foods","Roots of Quality Foods logo
Co-founder & CEOCo-founder & CEO
Roots of Quality Foods · Full-timeRoots of Quality Foods · Full-time
Jul 2020 - Present · 1 yr 8 mosJul 2020 - Present · 1 yr 8 mos
Singapore, TaiwanSingapore, Taiwan
Healthy for You, Healthier for the Planet! Roots' plant-based foods deliver health, convenience, and sustainability with good flavour! 

For us, food is not just a simple necessity. It tells a story, embodies the joy and happiness of sharing, strengthens social and family ties, and passes on traditions. More importantly, a healthy diet can make life better. Apricot Kernel Drink is a perfect example of this, and is the origin of how we started Roots of Quality Foods.

The idea for our first product, Apricot Kernel Drink, actually came from my mother. There was a time when apricot kernel drink was people's favourite in Taiwan. It tastes creamy and smooth and has an elegant and charming aroma. Taiwanese people enjoyed drinking it all year round, cold in summer and warm in winter. To allow our family to enjoy the exceptional taste from the old days, my mother would get up early in the morning, grind the apricot kernels with a stone mill, add water and sugar, and simmer it into a delicious drink. For our family, this is the taste of a nutritious breakfast and happiness.

In order to make plant-based milks that people in Taiwan, and even the world, will find it delicious and love it, we envision to develop products that are healthy, tasty, convenient, and sustainable.

We hope we can work together to create more fun and quality in our lives. So, please join us to make Roots of Quality Foods warm and interesting. Let's make the world a better place!","Food Production","11-50 employees","Privately Held","Singapore","Singapore","roots-foods.com","https://www.linkedin.com/company/roots-of-quality-foods"
,"Your Mama","Your Mama is a fresh ingredient and recipe delivery service that helps chefs of all levels cook incredible meals at home. We take care of the menu planning and shopping (providing you with fresh, locally sourced ingredients in pre-measured quantities), so all you have to do is cook and enjoy. We offer 2 plan options (detailed below) with no commitments or fees. Plus, you can choose to skip your orders up to 5 weeks in advance or cancel at any time. 

2-Person Plan
Our 2-Person Plan consists of 3 recipes perfectly portioned for 2 people and is delivered to you once a week. You can choose from 4 unique recipe options created by our Culinary team each week.

Family Plan
Our Family Plan is perfect for feeding a family of 4 and consists of 3 delicious recipes delivered to your door each week. Regardless of your plan Your Mama is designed to teach you how to cook new recipes you may not have tried before, introduce you to seasonal, farm-fresh ingredients and reduce food waste. If you’d like to start cooking with us or learn more about our plans, go to www.Yourmama.com.sg","Food & Beverages","2-10 employees","Self Owned","singapore, Singapore","Singapore","yourmama.com.sg","https://www.linkedin.com/company/yourmamameal"
,"Fajr International Pte Ltd","At Al-Fajr, we are a faith-driven business committed to offering meaningful products, trading opportunities, and an enhanced e-commerce experience to Muslim individuals and families around the globe.

As a dynamic and customer-focused company, we make it easy for you to fulfill your religious duties while helping the well-being of communities in need. Through our accessible services and seamless platform, we aim to provide convenience, quality, and impact in every transaction.

Join us in making a difference by choosing Al-Fajr for all your faith centered needs.","Wholesale","2-10 employees","Privately Held","Geylang, Singapore","Singapore","alfajr.sg","https://www.linkedin.com/company/alfajrsg"
,"SG Global Holdings","Sales & Distribution of Medical Device • OEM Wholesale & Distribution of Scenting Solution • Commodities Trading & Logistic Solution • Service & Maintenance • Training & Adult Learning","Wholesale","11-50 employees","Public Company","Singapore","Singapore",,"https://www.linkedin.com/company/sg-globalholdings"
,"Maison Ace Pte Ltd","Maison Ace was born out of a love for food and good company. We curate Japanese brands with multi-functional kitchen products and appliances that embrace both form and function.","Wholesale","2-10 employees","Privately Held","Vertex Tower B, 33 Ubi Ave 3","Singapore","maisonace.com","https://www.linkedin.com/company/maison-ace-pte-ltd"
,"Napoleon Wine Bistro","Napoleon Food & Wine Bar opens the doors to its Restaurant & Wine Bar on the 10th of June 2013.

Its innovative concept, revolving around pairing and sharing, offers the chance to taste 32 European wines by the glass and pair them with the Singaporean chef's interpretation of Southern European casual cuisine. The company's proximity to French wine domains and castles makes it possible to offer great wines at wholesale prices. Whether you are a wine connoisseur or just the occasional wine lover, at Napoleon you will be able to enjoy wines at your pace and comfort, in a modern and cosy atmosphere.","Beverage Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","napoleon.sg","https://www.linkedin.com/company/napoleon-wine-bistro"
,"SUNFRESH SINGAPORE PTE LTD","SUNFRESH SINGAPORE PTE LTD is an established fruit juice manufacturer, producing for institutional and retail clients throughout the Asia Pacific region and beyond. We serve our premium fruit juices to clients in the airline, hotel, catering and restaurant sectors.

Since it entered into the fruit juice business in 1982, SUNFRESH has increased its processing capacity to many folds. This has been achieved by catering to changing consumer trends, and their preferences for premium fruit juice. From our production facilities, we manufacture a broad range of fruit juices from freshly squeezed to blended fruit juices.

SUNFRESH's success in the fruit juice business is largely due to our competence and excellent production management. This begins with the sourcing of premium raw materials to the processing and distribution of the final product.

The company is based out of 25 Chin Bee Ave, Singapore.","Food and Beverage Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","sunfresh.com.sg","https://www.linkedin.com/company/sunfresh-singapore-pte-ltd"
,"Inout Enterprise Pte Ltd","Incorporated in 1991 as a general trading company supplying industrial equipment and consumable supplies to the manufacturing sector in Singapore, Inout Group now has offices across Asia, including a manufacturing facility for cleanroom products in China and a specialized cleanroom garment production line in the Philippines. 

Total supply chain solution provider to the automotive, microelectronics, medical device and various other manufacturing industries.

Our subsidiary network 

The Philippines
Greenphils Inc.
Established in 2011, Greenphils Inc. serves PEZA (Free Trade Zone) clients consisting mainly foreign companies with large manufacturing operations. They also operate a garment production facility which serves the special uniform needs of the electronics manufacturing industry.

KnightClean Inc. 
Established in 2018, KnightClean Inc. serves Non-PEZA clients consisting mainly local companies from various industries from manufacturing to service and hospitality. 

Malaysia
Inout Enterprise (M) Sdn Bhd
Established in 2007, Inout Enterprise (M) Sdn Bhd serves clients in Penang’s large industrial zones populated with both local and foreign manufacturers.
 
Thailand
Inout Enterprise (Thailand) Co Ltd
Established in 2009, Inout Enterprise (Thailand) Co Ltd serves clients across Thailand and serves mainly the automotive manufacturing and assembly lines along with electronic components and other manufacturing operations. 

P.R. China
Dongguan Cleanera Cleanroom Products Co Ltd
Established in 2008, Dongguan Cleanera Cleanroom Products Co Ltd was setup in Dongguan City in Guangdong Province to serve the growing need for high-end wipers and face masks which meet the stringent quality requirements of the electronics, semiconductor, hard disks and component assembly industries. CleanEra products have been and will continue to be our strongest core product offering as we have tailored our product to serve the specific needs of this niche market.","Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","inout.com.sg","https://www.linkedin.com/company/inout-enterprise-pte-ltd"
,"Superstar Traders","Importer, Distributor & Wholesaler of fresh produce ranging from onions to garlic, potato, ginger, tomato, cabbage, chilli etc. 

We import directly from countries such as India, China, Pakistan, Thailand, Australia, New Zealand. 

Our goods are stored in ideal storage conditions and temperatures to maximise the shelf life of the goods and to ensure they are fresh when delivered to our customers.

We deliver islandwide and have a robust and efficient distribution model.","Wholesale","11-50 employees","Privately Held","Singapore","Singapore",,"https://www.linkedin.com/company/superstar-traders"
,"PAN SEAS ENTERPRISES PTE LTD",,"Food and Beverage Manufacturing","2-10 employees",,"Singapore","Singapore","panseas.com","https://www.linkedin.com/company/pan-seas-enterprises-pte-ltd"
,"Giorgio Food","Giorgio Food Asia was founded with the vision of revolutionising the baking industry in Asia by providing top-tier baking ingredients and solutions. The founders recognized a gap in the market for premium-quality baking products catering to both professional chefs and home bakers. 

Tagline: Enabling Baking Excellence

Mission: Curate only the best baking ingredients and baking solutions that enable professional chefs and home bakers alike to craft the perfect bake.

Vision: To become the cornerstone of every baker's masterpiece, empowering creativity and elevating baking experiences worldwide.

Founders' Story: The founders of Giorgio Food Asia are veterans in Commercial and Industrial Baking, as well as the senior management from the F&B and Hospitality industry.

As industry insiders, the founders intimately grasped the challenges confronting smaller-scale kitchens in the F&B and Hospitality sector. An Italian Brand [Dolciaria Acquaviva] of Frozen Dough (Ready-to-Bake) and Frozen Desserts (Thaw-and-Serve) was brought in to serve as a transformative solution for kitchens. This wasn’t merely about introducing a product; it was a strategic move to offer a cost-effective, time-saving solution that upheld the uncompromising quality synonymous with authentic Italian baking.

For the Artisan Bakers, Giorgio Food Aisa has also curated the finest Baking Ingredients such as [Bongiovanni] Italian Flour tailored for specific products and Innovative Baking Solutions like [Biocreations] Sourdough Concentrate that replaces the need for a starter), empowering bakers of all levels to achieve exceptional results in their creations. 

Giorgio Food Asia is also at the forefront of addressing industry trends like the demand for Clean Label products, offering 100% natural shelf-life extension solutions and a spectrum of chemical-free baking solutions for manufacturers and industrial bakers.","Wholesale Food and Beverage","2-10 employees","Privately Held","Bedok, East Region","Singapore","giorgiofood.asia","https://www.linkedin.com/company/giorgiofood-asia"
,"SM GLOBAL","SM GLOBAL is a global value chain manager of multi-commodities in the food staples and natural resource industries. Our company was originally founded with the goal of becoming a key player in the global Food staples, Metal, Petrochemicals and Electronics businesses. We’ve grown far beyond this initial focal point over the years, with numerous partners in the commodities industry and market presence across the globe. Our ability to operate across the value chain has provided us with a uniquely strong position to control physical flows, manage risk, optimize returns and deliver value with trust! Our approach to business has distinguished us within our industry.","Wholesale","11-50 employees","Self Owned","Singapore","Singapore","smglobal.org","https://www.linkedin.com/company/sm-global"
,"The Frank Food Company - Acquired by the Subscribe to Food Group","Now Part of the Subscribe to food Group - Brothers Duncan & Liam McCance created The Frank Food Company because as a chef and a consumer marketing guy they had serious issues with the way big food companies sourced & marketed their products. 

Frank is a transparent food company for consumers and an international marketing platform for farmers focusing on the following areas ethical/fair practices, sustainability & organic or natural farming.","Food & Beverages","2-10 employees","Privately Held","singapore","Singapore","frankfoodcompany.com","https://www.linkedin.com/company/the-frank-project"
,"ChateauAsia","ChateauAsia is a lifestyle brand that focuses on bringing the French “Art de Vivre” culture to Asia. Its team of wine experts and sommeliers carefully select French wines that are exclusive both in their quality and price. We guarantee a consistent quality by working directly with French wine producers and importers.
 
Our members can learn everything about wine during our events that are a direct expression of our ‘joie de vivre’. You can also discover wines available through our platform (www.chateauasia.com) and learn how to pair it with food, learn about its producers and get some tips about serving. Our online education portal complements the lifestyle choices that we aim to bring to the communities in Asia.","Beverage Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","chateauasia.com","https://www.linkedin.com/company/chateau-asia-wine-connoisseurs"
,"Fitness Ration","A leading brand for premium ready to eat meals, we specialize in the development & production of food for all dietary needs. Currently distributed via deliveries & manless Smart Pantries, we look to expand to a new Health Food Economy for every life stage.","Food Production","11-50 employees","Privately Held","Singapore, Singapore","Singapore","fitnessration.com.sg","https://www.linkedin.com/company/fitnessration"
,"Anna's Gourmet - Singapore","Your premier destination for Food and Drink Specialties from Central and Eastern Europe!","Wholesale Food and Beverage","2-10 employees","Self Owned","Singapore","Singapore",,"https://www.linkedin.com/company/annasgourmet-sg"
,"Sin Hwa Dee Foodstuff","To be a global leader in Asian sauces by creating innovative, convenient & healthy products and, at the same time, improving the consumers' quality of life.","Food and Beverage Manufacturing","51-200 employees","Self Owned","Singapore","Singapore","chngkees.com.sg","https://www.linkedin.com/company/sin-hwa-dee-foodstuff"
,"LOCABA Bakery Singapore","It all started in Europe: In 2012 Austrian-born Markus Berndt was diagnosed with diabetes Type 2. The former manager changed his entire lifestyle and embarked on a long quest of research, expert discussions and self-experiments. And it paid off: Today Markus is considered as “cured” (without ever having taken insulin), is a bestselling author and with his lectures and seminars he has led hundreds of interested Type 2 diabetics out of their lifestyle dead end.
His mission included – against all odds – good food. Markus was convinced that it’s possible to rebuild dishes so that they taste great AND are optimized for the human metabolism. For six years Markus experimented with hundreds of ingredients and thousands of combinations, always checking their effect on his blood sugar level. Throughout this process he collected an enormous amount of data and a unique know-how. A know-how that has materialized in delicious treats that are available in Singapore since March 2019.
From Austria To Singapore
The renowned Singaporean hospitality group, Ponte Group, discovered the treasure of Markus’ recipes and know-how. In a co-operation between Markus and local chefs a portfolio of cakes and desserts has been created that all have the signature LOCABA qualities: All cakes are low-carb, (household) sugar free, diabetic-friendly and as they are totally grain free they are also free from gluten containing ingredients.
LOCABA uses cage-free eggs and strictly no artificial preservatives. The latter is the reason why there are not products in stock at the bakery. All cakes are freshly baked to order.
Customers appreciate this high-quality approach. The cakes range from 45 SGD to 135 SGD (serve up to 14 persons).
LOCABA’s low-carb cakes are also suitable for keto or paleo nutrition and they are far from being recommendable for diabetics only. As they are good for your figure and your teeth, LOCABA cakes are perfect for healthy conscious foodies and for kids!","Food and Beverage Manufacturing","2-10 employees","Public Company","SINGAPORE , SINGAPORE","Singapore","locaba.sg","https://www.linkedin.com/company/locaba-bakery-singapore"
,"SBY Frozen Food Supply Pte Ltd","With experience in the Meat industry since 1947, SBY Frozen Food Supply Pte Ltd, has been supplying meat products to various food establishment, hotels, and caterers in Singapore.
We full factory Halal Certification from MUIS with AVA license and in the process of ISO22000.
Our retail products are also sold to about 100 supermarket / minimart outlets.","Food and Beverage Manufacturing","11-50 employees","Privately Held","Singapore, Others","Singapore","sbymeat.com","https://www.linkedin.com/company/sbymeat"
,"SLFI Pte Ltd","SLFI Pte Ltd was established in 2010 as a sister company to KCK Food Catering which was founded in 1991 along Jalan Pari Burong. We shifted our operations to our current location at FoodXchange @ Admiralty with better-equipped facilities to serve our customers better.

SLFI is equipped with professionals in the food manufacturing industry and is steadfast to deliver the food which is not just as per the taste of the customer but also the value for money. Our excellent customer service is confidently unparalleled, making SLFI as a preferred name.","Food and Beverage Manufacturing","11-50 employees","Self Owned","Singapore","Singapore","kckfood.com","https://www.linkedin.com/company/slfi-pte-ltd"
,"Eco Agri Group Ingredients & Additives","Here is a brief overview of the products offered by Eco Agri:

Native Potato Starch: High-quality potato starch, ideal for use in the food industry, with applications ranging from thickening agent to stabilizer in various food products.

Food Additives: A wide range of additives, including emulsifiers, stabilizers, and preservatives, that enhance the texture, shelf life, and quality of food products.

Pet Food Ingredients: Ingredients specifically developed for the pet food industry, including proteins, vitamins, and minerals that promote the health and well-being of pets.

Feed Additives: Additives for animal feed, such as enzymes, amino acids, and probiotics, which enhance the nutritional value of livestock feed and improve feed conversion efficiency.

Specialty Ingredients: Unique and tailored ingredients for specific applications in the food industry, such as gluten replacements and fiber-enriched products.

Eco Agri offers global sourcing and delivery capabilities, focusing on high-quality, sustainable, and innovative products for the food processing, pet nutrition, and feed industries.","Food and Beverage Manufacturing","11-50 employees","Privately Held","SINGAPORE, Singapore","Singapore","ecoagri-food.com","https://www.linkedin.com/company/eco-agri-group-ingredients-additives"
,"1886 Bar, Grill & Cocktail Lounge","Our unique concept is launching imminently. Experience the delicious food served by award-winning chefs, devilishly good cocktails handcrafted by our mixologists and the atmosphere of the match. All under one roof.","Food & Beverages","11-50 employees","Public Company","Douglas, East Region","Singapore","1886bars.com","https://www.linkedin.com/company/1886-bar-grill-cocktail-lounge"
,"Global Seals Technologies Pte Ltd","Global Seals Technologies Pte Ltd is the leading manufacturer and supplier of high-performance seals.  We supply to various industries from Oil & Gas, LNG, Wind Power, Coal Mining, Construction, Marine, Hydraulic Application.  We consider to be the solution provider of critical sealing and connector solutions.

In Oil & Gas, Global Seals Technologies is the go-to source for sealing solutions.  Our seals can be used in upstream, midstream and LNG to downstream processing.

We always provide the right seals for the right application to our customer needs.  Top performance and reliable quality ensure operational safety and cost-effectiveness.","Manufacturing","2-10 employees","Privately Held","Singapore","Singapore","globalsealstech.com","https://www.linkedin.com/company/global-seals-technologies-pte-ltd"
,"Sopra Cucina & Bar","Located just off the main stretch of Orchard Road directly behind Palais Renaissance is Sopra Cucina & Bar. The restaurants decor is an ode to the glamorous days of post-war Italy, when Hollywood and the films of Federico Fellini and Sophia Loren first captured the imaginations of an enamoured public. The menu draws on Sardinian Cuisine unique to the second largest island in the Mediterranean Sea, together with great pizzas, wines and cocktails. With dishes like the Malloreddus alla Campidanese, Sardinian gnocchi covered in a beautiful pork and rosemary sauce; and Fregola, a couscous-like roast semolina pasta with seafood. Other highlights include Porcheddu Sardo, traditional Sardinian suckling pig, fresh burrata cheese accompanied with warm mint fava beans and spaghetti cooked with house made seafood sauce accompanied with king prawns.

Our delicious pizzas are available for dine in, take away and delivery and feature items such as Sopra - tomato sauce, mozzarella, Parma ham, fresh tomato, arugula and Parmesan Arrabbiata - tomato sauce, mozzarella, bacon, mushroom, onion and chilli oil  and Krakatoa tomato sauce, mozzarella, grilled chicken, mushroom, dried chilli and garlic oil.

Sopra is also a great venue to host events with a variety of seating options available and food and beverage packages that can be tailored to your needs whether it is for a small informal gathering or corporate events for upwards of 250 guests

We also host live entertainment every week from Wednesday through Saturday with in house bands The Playmakers, Superfly and Jonathan Leong from 7.30 pm onwards.","Food & Beverages","11-50 employees","Public Company","Singapore","Singapore","sopracucina.com","https://www.linkedin.com/company/sopra-cucina-&-bar"
,"Singmah Steel Refrigeration Pte Ltd","The story of Singmah Steel Refrigeration Pte Ltd began in Singapore, in the year 2003. The startup operated on the premise of developing close relationships with customers through excellent, dependable customer service and high quality products that were manufactured by the company themselves.

This focus on manufacturing their own products allowed Singmah Steel Refrigeration Pte Ltd to excel, consistently delivering top quality equipment to customers at reasonable prices. Best of all, because the products were manufactured by the company themselves, customising, maintaining and servicing the equipment was carried out in a prompt, timely manner – perfect for the fast paced food & beverage industry, where a single day of downtime can be disastrous.

Because of their commitment to quality products and services, Singmah Steel Refrigeration Pte Ltd’s reputation kept growing, fuelled by strong word of mouth appraisals and recommendations.

Today, over many years since its inception, the company prides itself on being one of the pioneers in the food & beverage industry, and one of the largest, most trusted names in Singapore.

Experience what our products and services can do for your business. Speak with us, our friendly team of representatives are always happy to help.","Wholesale","11-50 employees","Privately Held","Singapore, Singapore","Singapore","singmahsteel.com","https://www.linkedin.com/company/singmahsteelrefrigerationpteltd"
,"WOSH.WORLD","WOSH.WORLD is a social purpose-driven aggregator with its proprietary Hawkerpreneurship-as-a-Service (HaaS) platform for street food businesses and communities worldwide","Food & Beverages","2-10 employees","Privately Held","Singapore","Singapore","woshworld.com","https://www.linkedin.com/company/woshworld"
,"SecureFood Pte. Ltd.","Food Security, a measure of availability, accessibility, affordability, and quality of food in the globe, is afflicted by major trends like food wastage, supply chain disruptions and production imbalance.
SecureFood is an integrated agri-foods fulfilment ecosystem, powered by artificial intelligence and machine learning for addressing the global food security value chain.","Food and Beverage Manufacturing","11-50 employees","Privately Held","Bedok, Singapore","Singapore","gosecurefood.com","https://www.linkedin.com/company/securefood"
,"Nury Dian Xin Delight Pte Ltd","Since 1996, Nury Dian Xin Delight Pte Ltd has been manufacturing a range of Halal Pau and Dim Sum and distributing it to hundred of locations islandwide including Coffee Shops, Cafeterias, Schools, Hospitals, Petrol Stations and many more! Nury Dian Xin Delight is one of the pioneers in producing the finest halal pau and dim sum in Singapore.

Nury Dian Xin has always been in the industry as the premium Halal dim sum provider with products able to satisfy even the most discerning palate. This is because at Nury, we understand that every ingredient's quality is paramount. Procuring the best ingredient is always our priority, and we adopt stringent quality control and accredited with ISO 22000 and Bizsafe level 3. We consistently conduct research and development to innovate and improve our recipe using the freshest 100% halal ingredients to produce natural flavours. 

Nury takes pride in offering an extensive selection of ""live food stations,"" serving halal cuisine at various locations for her diverse clientele. From classic favorites like Popiah, Muah Chee, Dragon Beard Candy, and Satay, each dish is carefully crafted to delight her guests' palates. Nury works closely with corporates to set-up corporate pau making workshop, incorporating team work while allowing corporates to pick up skills including pau making.","Food and Beverage Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","nurydianxin.com","https://www.linkedin.com/company/nurydianxin"
,"Gratefood Co","“Food is life, why not enjoy life with Gratefulness, Love and Fun along the journey”

The name Gratefood sprouted from our thoughts of “gratefulness”and “great food” where we are grateful for plant-based food which is kinder to our environment and nourishes us to health and happiness. 

We want to be advocates of small changes where we can collectively bring about meaningful improvements to better health, happiness and the environment just changing one of your meals a day.

At Gratefood Co, we work with the local community to bring you the freshest, premium quality organic Acai Berry wild harvested from the Amazon Forest.","Food Production","2-10 employees","Privately Held","Singapore","Singapore","gratefood.co","https://www.linkedin.com/company/gratefoodco"
,"Twelfth Marketing Pte Ltd","Twelfth Marketing is a company based in Singapore that strives in 3 different areas; Brand Management, Trading and Supplying.

We manage house brands as well as 3rd party international  brands; Engage celebrities as our brand ambassadors, media presence, E-commerce management, road shows etc.

We import & export fruits & vegetables to 20 different countries around the world.

We are suppliers and service providers to major supermarkets in Singapore i.e. providing display and merchandising support for fruits and vegetables to increase sales conversion.","Manufacturing","11-50 employees","Partnership","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/twelfth-marketing-pte-ltd"
,"BHF PTE LTD","BHF PTE LTD is one of the largest bakery manufacturer in Singapore incorporated to oversee the global export market and strive to guarantee customer satisfaction by providing advice and assistance with our products selection and application development. 

We have an on-going program of research and development to maintain high quality standards with regards to flavour, texture, performance, shelf life, appearance and nutritional value. 

We are FSSC and Halal certified factory and has achieved ISO 22000 as part of the Hazard Analysis Critical Control Point (HACCP) Certification for its products and operational procedures to meet international standards.","Food and Beverage Manufacturing","51-200 employees","Privately Held","Sembawang, North Region","Singapore","bhf.com.sg","https://www.linkedin.com/company/bhf-pte-ltd"
,"EC Proof Home Bar Goods","EC Proof is the retail arm of The Proof Collective, an assembly of curated products and remarkable people endeavouring to elevate the quality of drinking across Asia. 

EC Proof offers consumers access to a wide array of fine spirits, home bar tools, pantry items, and books to guide their way. From foodies who want to bring cocktail culture into their home to rare spirits collectors hunting that elusive bourbon, we offer unmatched customer service and access to in the know information through three sales channels.

The Proof Flat is our brick-and-mortar retail and education salon where consumers can taste and buy as well as attend workshops led by leading distillers and bartenders. The EC Proof  Pop-Up is a roving retail installation that participates in food and beverage festivals and luxury retail fairs. And ecproof.com is our online store which provides same-day delivery of all of our products in Singapore. 

You can connect with us here, at ecproof.com, or via social media. We look forward to getting to know you!","Food & Beverages","2-10 employees","Privately Held",,"Singapore","ecproof.com","https://www.linkedin.com/company/ecproof"
