company_id,company_name,domain,website,email,phone,address,country,company_size,primary_services,primary_industry,description,linkedin_url,membership_info,is_hiring,hiring_job_count,hiring_roles,hiring_search_terms,sources,source_records
21314935,Exeq Pte Ltd,flawsome.sg,flawsome.sg,,,"69 Ubi Road 1 #10-25, S408731, SINGAPORE",Singapore,2-10 employees,,Wholesale,"Wholesale and Trading of Cosmetic and Skin Care ( E-Commerce)
Website : https://www.flawsome.sg/",https://www.linkedin.com/company/exeq-pte-ltd,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Exeq Pte Ltd"", ""Description"": ""Wholesale and Trading of Cosmetic and Skin Care ( E-Commerce)\nWebsite : https://www.flawsome.sg/"", ""Primary Industry"": ""Wholesale"", ""Size"": ""2-10 employees"", ""Type"": ""Privately Held"", ""Location"": ""69 Ubi Road 1 #10-25, S408731, SINGAPORE"", ""Country"": ""Singapore"", ""Domain"": ""flawsome.sg"", ""LinkedIn URL"": ""https://www.linkedin.com/company/exeq-pte-ltd""}]"
551ae3d5,Northstar Trade Corp. Pte. Ltd.,northstartradecorp.com,northstartradecorp.com,,,"Singapore, Singapore",Singapore,2-10 employees,,Wholesale,"Northstar Trade Corp. Pte. Ltd. (NTC) is a U.S majority-owned wholesale and sourcing company. Our joint ventures with Asian-based manufacturing and trading partners provides us with unrivaled ability to supply governments, healthcare institutions, pharmaceuticals and private organizations, with cost-effective medical/non-medical supplies on-time and in scale
These strategic partnerships give NTC unrestricted access to meet our clients’ supply needs across various spectrum of products. Our partner manufacturing facilities are located in and not limited to Indonesia, Malaysia, Thailand, and Vietnam.

Since the formation of NTC, we have served both Government Agencies as well as multinational companies. We act with speed and diligence and every order is important to us.",https://www.linkedin.com/company/northstar-trade-corp,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Northstar Trade Corp. Pte. Ltd."", ""Description"": ""Northstar Trade Corp. Pte. Ltd. (NTC) is a U.S majority-owned wholesale and sourcing company. Our joint ventures with Asian-based manufacturing and trading partners provides us with unrivaled ability to supply governments, healthcare institutions, pharmaceuticals and private organizations, with cost-effective medical/non-medical supplies on-time and in scale\nThese strategic partnerships give NTC unrestricted access to meet our clients\u2019 supply needs across various spectrum of products. Our partner manufacturing facilities are located in and not limited to Indonesia, Malaysia, Thailand, and Vietnam.\n\nSince the formation of NTC, we have served both Government Agencies as well as multinational companies. We act with speed and diligence and every order is important to us."", ""Primary Industry"": ""Wholesale"", ""Size"": ""2-10 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore, Singapore"", ""Country"": ""Singapore"", ""Domain"": ""northstartradecorp.com"", ""LinkedIn URL"": ""https://www.linkedin.com/company/northstar-trade-corp""}]"
d8cb15d6,Aqua-nautic Specialist Pte Ltd,aqnautic.com,aqnautic.com,,,"Singapore, Singapore",Singapore,11-50 employees,,Wholesale,"Aqua-Nautic Specialist (ANS) was established in 1975, focusing primarily on the breeding and distribution of ornamental fish. Since then, the Singapore office soon diversified into an international export and import business with operations in United States and subsequently in China. 

Today, we are one of the major players in the industry with an extensive network of more than 38 vendors from Asia, Africa and South America. We have established ourselves as a trusted supplier for quality aquatic livestock and products at competitive prices through the support of international clients and our commitment to deliver premium customer service and products via an efficient premium livestock supply chain management and ordering system.

As a global market leader in ornamental fish indusial, ANS delivers promise to customer with the highest level of service quality. With Over 30 years of experience in quarantine and export, ANS has developed a safe and efficient system to ensure our fish arrive at their destinations in prime condition and within an acceptable time frame.",https://www.linkedin.com/company/aqnautic,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Aqua-nautic Specialist Pte Ltd"", ""Description"": ""Aqua-Nautic Specialist (ANS) was established in 1975, focusing primarily on the breeding and distribution of ornamental fish. Since then, the Singapore office soon diversified into an international export and import business with operations in United States and subsequently in China. \n\nToday, we are one of the major players in the industry with an extensive network of more than 38 vendors from Asia, Africa and South America. We have established ourselves as a trusted supplier for quality aquatic livestock and products at competitive prices through the support of international clients and our commitment to deliver premium customer service and products via an efficient premium livestock supply chain management and ordering system.\n\nAs a global market leader in ornamental fish indusial, ANS delivers promise to customer with the highest level of service quality. With Over 30 years of experience in quarantine and export, ANS has developed a safe and efficient system to ensure our fish arrive at their destinations in prime condition and within an acceptable time frame."", ""Primary Industry"": ""Wholesale"", ""Size"": ""11-50 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore, Singapore"", ""Country"": ""Singapore"", ""Domain"": ""aqnautic.com"", ""LinkedIn URL"": ""https://www.linkedin.com/company/aqnautic""}]"
ef9d4621,SMF SINGAPURA PTE LTD,,,,,"Singapore, Singapore",Singapore,11-50 employees,,Wholesale,SMF SINGAPURA is a Wholesale Distribution & Sourcing Agents Company registered in Singapore dealing in International & Exclusive Commodities.,https://www.linkedin.com/company/smf-singapura-pte-ltd,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""SMF SINGAPURA PTE LTD"", ""Description"": ""SMF SINGAPURA is a Wholesale Distribution & Sourcing Agents Company registered in Singapore dealing in International & Exclusive Commodities."", ""Primary Industry"": ""Wholesale"", ""Size"": ""11-50 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore, Singapore"", ""Country"": ""Singapore"", ""Domain"": NaN, ""LinkedIn URL"": ""https://www.linkedin.com/company/smf-singapura-pte-ltd""}]"
0bfa971e,Lachmann,lachmann.com.sg,lachmann.com.sg,,,"Singapore, Singapore",Singapore,11-50 employees,,Wholesale,"About Us
Lachmann Co. Pte Ltd. have been established in Singapore since 1956 (celebrating 62 years). We are a family-owned and run enterprise, spanning 3 generations of family members.

Capabilities:
Range from production & sourcing, designing, merchandising, distributing and retailing brands in the Fashion, Outdoor, Lifestyle, & Sports Industries.


Expertise & Experience:
Managing International Brands, and meeting their relevant business objectives for the Singapore markets.


Distribution & Warehousing:
In Singapore and able to directly sell and distribute to point of sales, ranging from independent mono-brand retail shops, shop-in-shops, hypermarkets, specialty individual shops, chain stores, sports shops, and many other traditional and non- traditional retailers.",https://www.linkedin.com/company/lachmannsg,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Lachmann"", ""Description"": ""About Us\nLachmann Co. Pte Ltd. have been established in Singapore since 1956 (celebrating 62 years). We are a family-owned and run enterprise, spanning 3 generations of family members.\n\nCapabilities:\nRange from production & sourcing, designing, merchandising, distributing and retailing brands in the Fashion, Outdoor, Lifestyle, & Sports Industries.\n\n\nExpertise & Experience:\nManaging International Brands, and meeting their relevant business objectives for the Singapore markets.\n\n\nDistribution & Warehousing:\nIn Singapore and able to directly sell and distribute to point of sales, ranging from independent mono-brand retail shops, shop-in-shops, hypermarkets, specialty individual shops, chain stores, sports shops, and many other traditional and non- traditional retailers."", ""Primary Industry"": ""Wholesale"", ""Size"": ""11-50 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore, Singapore"", ""Country"": ""Singapore"", ""Domain"": ""lachmann.com.sg"", ""LinkedIn URL"": ""https://www.linkedin.com/company/lachmannsg""}]"
db25608d,Durabla Asia Pte Ltd,durablaasia.com.sg,durablaasia.com.sg,,,Singapore,Singapore,2-10 employees,,Wholesale,"Established in 2005, Durabla Asia Pte. Ltd. provides sales and technical support for DFT (formerly known as Durabla Fluid Technology) axial flow silent check valves throughout the Asia Pacific region and Durlon gasket products throughout Southeast Asia. With factory-trained and industry-experienced personnel, Durabla Asia is strategically situated in Singapore to improve response time and customer service levels for all our existing and new Asian customers.

DFT silent check valves are known around the world as the valve to use to prevent or eliminate water hammer problems. The Durlon brand represents global leadership in sealing solutions with proven reliability, innovative processes and sustainable integrity in a wide range of demanding applications. In any fluid or gas application, Durabla Asia Pte. Ltd. is your trusted fluid control and sealing specialist with real, affordable solutions.",https://www.linkedin.com/company/durablaasia,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Durabla Asia Pte Ltd"", ""Description"": ""Established in 2005, Durabla Asia Pte. Ltd. provides sales and technical support for DFT (formerly known as Durabla Fluid Technology) axial flow silent check valves throughout the Asia Pacific region and Durlon gasket products throughout Southeast Asia. With factory-trained and industry-experienced personnel, Durabla Asia is strategically situated in Singapore to improve response time and customer service levels for all our existing and new Asian customers.\n\nDFT silent check valves are known around the world as the valve to use to prevent or eliminate water hammer problems. The Durlon brand represents global leadership in sealing solutions with proven reliability, innovative processes and sustainable integrity in a wide range of demanding applications. In any fluid or gas application, Durabla Asia Pte. Ltd. is your trusted fluid control and sealing specialist with real, affordable solutions."", ""Primary Industry"": ""Wholesale"", ""Size"": ""2-10 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore"", ""Country"": ""Singapore"", ""Domain"": ""durablaasia.com.sg"", ""LinkedIn URL"": ""https://www.linkedin.com/company/durablaasia""}]"
6a72df2e,SGPOMADES PRO,sgpomadespro.com,sgpomadespro.com,,,Ang Mo Kio,Singapore,11-50 employees,,Wholesale,"An Exciting Umbrella of Men's Beauty Brands. Personal Care Wholesale Supplier for Men.

SGPomadesPro, is the wholesale arm of the leading men's grooming retailer SGPomades, based in Singapore, offering a wide range of premium hair styling, shaving, skincare, beard care, and fragrance products. Founded in 2014, the company supplies top global brands like Reuzel, Proraso, Ubersuave, and Apestomen, catering to barbershops, salons, and retailers across Asia via strong partnership with stakeholders from Taiwan, Vietnam, Singapore, Malaysia and Indonesia.

With low minimum order requirements, free local shipping on larger orders, and affordable international shipping, SGPomadesPro is a trusted partner for businesses looking to expand their men's grooming offerings.

 Visit https://www.sgpomadespro.com/ for more details.",https://www.linkedin.com/company/sgpomadespro,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""SGPOMADES PRO"", ""Description"": ""An Exciting Umbrella of Men's Beauty Brands. Personal Care Wholesale Supplier for Men.\n\nSGPomadesPro, is the wholesale arm of the leading men's grooming retailer SGPomades, based in Singapore, offering a wide range of premium hair styling, shaving, skincare, beard care, and fragrance products. Founded in 2014, the company supplies top global brands like Reuzel, Proraso, Ubersuave, and Apestomen, catering to barbershops, salons, and retailers across Asia via strong partnership with stakeholders from Taiwan, Vietnam, Singapore, Malaysia and Indonesia.\n\nWith low minimum order requirements, free local shipping on larger orders, and affordable international shipping, SGPomadesPro is a trusted partner for businesses looking to expand their men's grooming offerings.\n\n Visit https://www.sgpomadespro.com/ for more details."", ""Primary Industry"": ""Wholesale"", ""Size"": ""11-50 employees"", ""Type"": ""Privately Held"", ""Location"": ""Ang Mo Kio"", ""Country"": ""Singapore"", ""Domain"": ""sgpomadespro.com"", ""LinkedIn URL"": ""https://www.linkedin.com/company/sgpomadespro""}]"
47f35571,EKAGRATA ENTERPRISES PTE LTD,,,,,"Singapore, Singapore",Singapore,2-10 employees,,Wholesale,Our strategic partnerships with various world-class suppliers enable us to provide superior quality products under one roof at competitive prices and timely delivery. Our dedicated management team also brings up-to-date knowledge about the industry.,https://www.linkedin.com/company/ekagrata,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""EKAGRATA ENTERPRISES PTE LTD"", ""Description"": ""Our strategic partnerships with various world-class suppliers enable us to provide superior quality products under one roof at competitive prices and timely delivery. Our dedicated management team also brings up-to-date knowledge about the industry."", ""Primary Industry"": ""Wholesale"", ""Size"": ""2-10 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore, Singapore"", ""Country"": ""Singapore"", ""Domain"": NaN, ""LinkedIn URL"": ""https://www.linkedin.com/company/ekagrata""}]"
1f3da2b6,Premium Point Enterprise Pte Ltd,premiumpoint.com.sg,premiumpoint.com.sg,,,"Singapore, Singapore",Singapore,11-50 employees,,Wholesale,"Established in 1997, Premium Point Enterprise Pte Ltd is the leading supplier and your ultimate one-stop solution for premium corporate gifts in Singapore. Offering a plethora of exciting business gift products which are in line with the current market trend and the demands of our consumers.

Offering services ranging from providing consultation, customised products to standard products off the shelves. Artwork designing, printing and custom packaging are an integral part too.

At Premium Point Enterprise Pte Ltd, we pay close attention to all details.

Our highly experienced marketing team would be able to provide valuable consultation on corporate gift ideas to our beloved customers, customising the perfect corporate gift based on your budget and needs.

With our professional in-house designers, specialised artworks for your ideal corporate gifts could be designed upon your request and kindly seek for your approval before the commencement of the printing production.

Only at Premium Point Enterprise Pte Ltd, we have our well-trained printing specialists to provide accurate and precise printing on all our premiums. These include silkscreen printing, full colours UV transfer printing, embroidery, engraving, embossing and stamping techniques.",https://www.linkedin.com/company/premium-point-enterprise-pte-ltd,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Premium Point Enterprise Pte Ltd"", ""Description"": ""Established in 1997, Premium Point Enterprise Pte Ltd is the leading supplier and your ultimate one-stop solution for premium corporate gifts in Singapore. Offering a plethora of exciting business gift products which are in line with the current market trend and the demands of our consumers.\n\nOffering services ranging from providing consultation, customised products to standard products off the shelves. Artwork designing, printing and custom packaging are an integral part too.\n\nAt Premium Point Enterprise Pte Ltd, we pay close attention to all details.\n\nOur highly experienced marketing team would be able to provide valuable consultation on corporate gift ideas to our beloved customers, customising the perfect corporate gift based on your budget and needs.\n\nWith our professional in-house designers, specialised artworks for your ideal corporate gifts could be designed upon your request and kindly seek for your approval before the commencement of the printing production.\n\nOnly at Premium Point Enterprise Pte Ltd, we have our well-trained printing specialists to provide accurate and precise printing on all our premiums. These include silkscreen printing, full colours UV transfer printing, embroidery, engraving, embossing and stamping techniques."", ""Primary Industry"": ""Wholesale"", ""Size"": ""11-50 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore, Singapore"", ""Country"": ""Singapore"", ""Domain"": ""premiumpoint.com.sg"", ""LinkedIn URL"": ""https://www.linkedin.com/company/premium-point-enterprise-pte-ltd""}]"
880de615,NSL Technology Resources (s) Pte Ltd,nsltechnology.com,nsltechnology.com,,,Singapore,Singapore,2-10 employees,,Wholesale,"NSL Technology Resources is a privately-held company, established in 2003. Our head office is located in Singapore with overseas branches and associated companies in the region as well. We provide one-stop resources & cost effective solution to all Electronics, Hard Disk, Food & Beverages, Packaging, Marine & Offshore Industrials, Oilfield Industrials and supports manufacturing industries in Asia region.

We have professionally trained engineers and support team in 8 countries in Singapore, Malaysia, Thailand, Vietnam, Philippines, Indonesia, Taiwan and China with over 45 years of combined industrial experience in the field.",https://www.linkedin.com/company/nsl-technology-resources-s-pte-ltd,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""NSL Technology Resources (s) Pte Ltd"", ""Description"": ""NSL Technology Resources is a privately-held company, established in 2003. Our head office is located in Singapore with overseas branches and associated companies in the region as well. We provide one-stop resources & cost effective solution to all Electronics, Hard Disk, Food & Beverages, Packaging, Marine & Offshore Industrials, Oilfield Industrials and supports manufacturing industries in Asia region.\n\nWe have professionally trained engineers and support team in 8 countries in Singapore, Malaysia, Thailand, Vietnam, Philippines, Indonesia, Taiwan and China with over 45 years of combined industrial experience in the field."", ""Primary Industry"": ""Wholesale"", ""Size"": ""2-10 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore"", ""Country"": ""Singapore"", ""Domain"": ""nsltechnology.com"", ""LinkedIn URL"": ""https://www.linkedin.com/company/nsl-technology-resources-s-pte-ltd""}]"
b4bda87d,MedSci Group,medscigroup.com,medscigroup.com,,,"Bukit Merah, Central Region",Singapore,2-10 employees,,Wholesale,,https://www.linkedin.com/company/medsci-group,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""MedSci Group"", ""Description"": NaN, ""Primary Industry"": ""Wholesale"", ""Size"": ""2-10 employees"", ""Type"": ""Privately Held"", ""Location"": ""Bukit Merah, Central Region"", ""Country"": ""Singapore"", ""Domain"": ""medscigroup.com"", ""LinkedIn URL"": ""https://www.linkedin.com/company/medsci-group""}]"
77f5c2d0,BazarOne Pte Ltd,bazarone.sg,bazarone.sg,,,Singapore,Singapore,11-50 employees,,Wholesale,,https://www.linkedin.com/company/bazarone-pte-ltd,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""BazarOne Pte Ltd"", ""Description"": NaN, ""Primary Industry"": ""Wholesale"", ""Size"": ""11-50 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore"", ""Country"": ""Singapore"", ""Domain"": ""bazarone.sg"", ""LinkedIn URL"": ""https://www.linkedin.com/company/bazarone-pte-ltd""}]"
23b3fc79,Carbondyne,carbondyne.sg,carbondyne.sg,,,Singapore,Singapore,2-10 employees,,Wholesale,"We are one of the leading sourcing hubs in Singapore specialised in apparels, leather items and jute products.",https://www.linkedin.com/company/carbondyne,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Carbondyne"", ""Description"": ""We are one of the leading sourcing hubs in Singapore specialised in apparels, leather items and jute products."", ""Primary Industry"": ""Wholesale"", ""Size"": ""2-10 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore"", ""Country"": ""Singapore"", ""Domain"": ""carbondyne.sg"", ""LinkedIn URL"": ""https://www.linkedin.com/company/carbondyne""}]"
bb4a0aa9,Dermedics Singapore,dermedics.com.sg,dermedics.com.sg,,,,Singapore,11-50 employees,,Wholesale,Wholesale Cosmeceutical Products and aesthetic devices for clinics & salons,https://www.linkedin.com/company/dermedics-singapore,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Dermedics Singapore"", ""Description"": ""Wholesale Cosmeceutical Products and aesthetic devices for clinics & salons"", ""Primary Industry"": ""Wholesale"", ""Size"": ""11-50 employees"", ""Type"": NaN, ""Location"": NaN, ""Country"": ""Singapore"", ""Domain"": ""dermedics.com.sg"", ""LinkedIn URL"": ""https://www.linkedin.com/company/dermedics-singapore""}]"
ab27818f,Toy Space Pte Ltd,toyspace.com.sg,toyspace.com.sg,,,"Woodlands, North Region",Singapore,2-10 employees,,Wholesale,"Toy Space specialised in the sales and distribution of diecast car model collectibles. We also provide customisation service to suit the needs of corporate gifts, personalised gifting experience.",https://www.linkedin.com/company/toy-space-pte-ltd,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Toy Space Pte Ltd"", ""Description"": ""Toy Space specialised in the sales and distribution of diecast car model collectibles. We also provide customisation service to suit the needs of corporate gifts, personalised gifting experience."", ""Primary Industry"": ""Wholesale"", ""Size"": ""2-10 employees"", ""Type"": ""Privately Held"", ""Location"": ""Woodlands, North Region"", ""Country"": ""Singapore"", ""Domain"": ""toyspace.com.sg"", ""LinkedIn URL"": ""https://www.linkedin.com/company/toy-space-pte-ltd""}]"
fb4e7f7a,CSS Industrial Pte Ltd,cssind.com,cssind.com,,,Singapore,Singapore,11-50 employees,,Wholesale,"Since its establishment in 1989, CSS Industrial (CSSi) has become a leading distributor of industrial tapes and adhesives in the Asia Pacific region. Our commitment to delivering quality products and exceptional service has earned us the distinction of participating on projects with Youth Olympics Games (YOG), Public Utilities Board (PUB) etc. 

We offer consultancy services that include conversion, application advisory and on-site installation. Our strength in providing distribution channel support stems from a deep understanding of the sticky challenges facing various industries, from aerospace and marine to printing and construction. We aim to respond to customer queries in real time through on-site and phone support, growing more and more adept at giving insightful answers to our customers' problems. With better intelligence gathering and interpretation, we strive to not only meet immediate needs but improve the customer's value chain as well.",https://www.linkedin.com/company/css-industrial,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""CSS Industrial Pte Ltd"", ""Description"": ""Since its establishment in 1989, CSS Industrial (CSSi) has become a leading distributor of industrial tapes and adhesives in the Asia Pacific region. Our commitment to delivering quality products and exceptional service has earned us the distinction of participating on projects with Youth Olympics Games (YOG), Public Utilities Board (PUB) etc. \n\nWe offer consultancy services that include conversion, application advisory and on-site installation. Our strength in providing distribution channel support stems from a deep understanding of the sticky challenges facing various industries, from aerospace and marine to printing and construction. We aim to respond to customer queries in real time through on-site and phone support, growing more and more adept at giving insightful answers to our customers' problems. With better intelligence gathering and interpretation, we strive to not only meet immediate needs but improve the customer's value chain as well."", ""Primary Industry"": ""Wholesale"", ""Size"": ""11-50 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore"", ""Country"": ""Singapore"", ""Domain"": ""cssind.com"", ""LinkedIn URL"": ""https://www.linkedin.com/company/css-industrial""}]"
eeaabe2e,Istar Trading Pte Ltd,,,,,"singapore, Singapore",Singapore,11-50 employees,,Wholesale,"Mission Pumps, Tsurumi Pumps, GCP Applied Technologies, Alfagomma Industrial hose and Freyence

Customisation works, pre-sales & after-sales services available",https://www.linkedin.com/company/istar-trading-pte-ltd,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Istar Trading Pte Ltd"", ""Description"": ""Mission Pumps, Tsurumi Pumps, GCP Applied Technologies, Alfagomma Industrial hose and Freyence\n\nCustomisation works, pre-sales & after-sales services available"", ""Primary Industry"": ""Wholesale"", ""Size"": ""11-50 employees"", ""Type"": ""Privately Held"", ""Location"": ""singapore, Singapore"", ""Country"": ""Singapore"", ""Domain"": NaN, ""LinkedIn URL"": ""https://www.linkedin.com/company/istar-trading-pte-ltd""}]"
2f95f515,CX Office System,cxsystem.com.sg,cxsystem.com.sg,,,"Singapore, Singapore",Singapore,51-200 employees,,Wholesale,"CX OFFICE SYSTEM : The leading office furniture manufacturer in Malaysia
Established in 2000, CX Office System has expanded over the last 15 years to become an unrivalled, one-stop solution for office workspace requirements. CX has strategically positioned itself as a competitive office furniture manufacturer in Malaysia, and expanding its product ranges as well as its sales operation in both Malaysia and Singapore.

Operating from state-of-the-art 70,000 sq ft factory in Ulu Tiram, in the Johor, at the West of Malaysia, CX has worked with some of the largest blue-chip companies in the country, as well as home-based and small to medium sized businesses. Unlike many office furniture suppliers in the market today, we are committed to finding you office furniture that is superior in quality and design, yet is practical and durable, with a one to five years guarantee.

As well as our meticulous attention-to-detail, at CX Office System and Interiors we understand that a successful working environment is dependent upon successful space management, the consideration of practical requirements and the ability to complete a project on time, to budget and the fulfilment of any design or architectural constraints.

Our enterprising and experienced professionals can oversee all aspects of your office refurbishment such as office interiors design, space planning and office furniture, providing advice, visual interpretation of ideas, site surveys and a complete project implementation and management service.

This can include suspended ceilings, office security and telecommunications, office partitioning, painting and decorating, audio visual installation, racking, shelving and storage walls. We also offer bespoke office furniture and office accessories.

So when you need some office furniture and want to see the most comprehensive range, contact us. Welcome any quotation.
Please contact us at Phone: +65 8716 3536 or E-Mail: jun@cxsystem.com.sg",https://www.linkedin.com/company/cx-office-system,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""CX Office System"", ""Description"": ""CX OFFICE SYSTEM : The leading office furniture manufacturer in Malaysia\nEstablished in 2000, CX Office System has expanded over the last 15 years to become an unrivalled, one-stop solution for office workspace requirements. CX has strategically positioned itself as a competitive office furniture manufacturer in Malaysia, and expanding its product ranges as well as its sales operation in both Malaysia and Singapore.\n\nOperating from state-of-the-art 70,000 sq ft factory in Ulu Tiram, in the Johor, at the West of Malaysia, CX has worked with some of the largest blue-chip companies in the country, as well as home-based and small to medium sized businesses. Unlike many office furniture suppliers in the market today, we are committed to finding you office furniture that is superior in quality and design, yet is practical and durable, with a one to five years guarantee.\n\nAs well as our meticulous attention-to-detail, at CX Office System and Interiors we understand that a successful working environment is dependent upon successful space management, the consideration of practical requirements and the ability to complete a project on time, to budget and the fulfilment of any design or architectural constraints.\n\nOur enterprising and experienced professionals can oversee all aspects of your office refurbishment such as office interiors design, space planning and office furniture, providing advice, visual interpretation of ideas, site surveys and a complete project implementation and management service.\n\nThis can include suspended ceilings, office security and telecommunications, office partitioning, painting and decorating, audio visual installation, racking, shelving and storage walls. We also offer bespoke office furniture and office accessories.\n\nSo when you need some office furniture and want to see the most comprehensive range, contact us. Welcome any quotation.\nPlease contact us at Phone: +65 8716 3536 or E-Mail: jun@cxsystem.com.sg"", ""Primary Industry"": ""Wholesale"", ""Size"": ""51-200 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore, Singapore"", ""Country"": ""Singapore"", ""Domain"": ""cxsystem.com.sg"", ""LinkedIn URL"": ""https://www.linkedin.com/company/cx-office-system""}]"
a6eaef26,Arowana Exim PTE LTD,arowanaexim.com,arowanaexim.com,,,Singapore,Singapore,2-10 employees,,Wholesale,"Our portfolio holds a range of Animal Feed ingredients like proteins, vitamins and minerals. Company is located in Singapore, the city that serves as a bridge between the East and the West.",https://www.linkedin.com/company/arowana-exim-pte-ltd,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""Arowana Exim PTE LTD"", ""Description"": ""Our portfolio holds a range of Animal Feed ingredients like proteins, vitamins and minerals. Company is located in Singapore, the city that serves as a bridge between the East and the West."", ""Primary Industry"": ""Wholesale"", ""Size"": ""2-10 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore"", ""Country"": ""Singapore"", ""Domain"": ""arowanaexim.com"", ""LinkedIn URL"": ""https://www.linkedin.com/company/arowana-exim-pte-ltd""}]"
db452497,AVIQ Singapore,aviq.com.sg,aviq.com.sg,,,"Singapore, SIngapore",Singapore,2-10 employees,,Wholesale,"AVIQ is the leading brand for Ergonomic Monitor Arms and Television Carts in Singapore. We seek to provide the best solution to our customers through great service and customization. 

Visit our website for more info! https://www.aviq.com.sg",https://www.linkedin.com/company/aviqsg,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""AVIQ Singapore"", ""Description"": ""AVIQ is the leading brand for Ergonomic Monitor Arms and Television Carts in Singapore. We seek to provide the best solution to our customers through great service and customization. \n\nVisit our website for more info! https://www.aviq.com.sg"", ""Primary Industry"": ""Wholesale"", ""Size"": ""2-10 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore, SIngapore"", ""Country"": ""Singapore"", ""Domain"": ""aviq.com.sg"", ""LinkedIn URL"": ""https://www.linkedin.com/company/aviqsg""}]"
0840eea5,purikool pte ltd,purikool.com,purikool.com,,,Singapore,Singapore,2-10 employees,,Wholesale,We are one of leading company to distribute Water & Air puriﬁer in Singapore with Korea Premium Brand. We are doing our best so that you can experience the premium service of Korea that Singapore has never experienced before.,https://www.linkedin.com/company/purikool-pte-ltd,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""purikool pte ltd"", ""Description"": ""We are one of leading company to distribute Water & Air puri\ufb01er in Singapore with Korea Premium Brand. We are doing our best so that you can experience the premium service of Korea that Singapore has never experienced before."", ""Primary Industry"": ""Wholesale"", ""Size"": ""2-10 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore"", ""Country"": ""Singapore"", ""Domain"": ""purikool.com"", ""LinkedIn URL"": ""https://www.linkedin.com/company/purikool-pte-ltd""}]"
8c0e3c46,JD Technology Pte Ltd,jd.com.sg,jd.com.sg,,,"Singapore, Singapore",Singapore,11-50 employees,,Wholesale,"JD Technology is one of the famous supplier of corporate gifts in Singapore dealing with all kinds of premium apparel, products & electronic accessories.",https://www.linkedin.com/company/jd-technology-pte-ltd,,,,,,Clay,"[{""Find companies"": NaN, ""Name"": ""JD Technology Pte Ltd"", ""Description"": ""JD Technology is one of the famous supplier of corporate gifts in Singapore dealing with all kinds of premium apparel, products & electronic accessories."", ""Primary Industry"": ""Wholesale"", ""Size"": ""11-50 employees"", ""Type"": ""Privately Held"", ""Location"": ""Singapore, Singapore"", ""Country"": ""Singapore"", ""Domain"": ""jd.com.sg"", ""LinkedIn URL"": ""https://www.linkedin.com/company/jd-technology-pte-ltd""}]"
