"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"Vallen Asia","About Vallen Asia

Vallen Asia is a leading provider of Integrated Supply Chain Solutions and MRO Industrial Distribution across Asia. Through its dedication to design, build, and operate best-in-class solutions, Vallen help businesses optimize their ‘Total Cost of Ownership’ (TCO) for the Indirect Material Supply (IDM) Chain.

With an extensive range of industrial MRO product offerings, eCommerce solutions and digital business tools to meet industry demands, Vallen Asia continues to expand and adapt to changes in the market, reinforcing its position as the market leader in Asia. 

www.vallen.asia","Wholesale","201-500 employees","Privately Held","Singapore, Singapore","Singapore","vallen.asia","https://www.linkedin.com/company/vallen-asia"
,"Neferti","NEFERTI was inspired by the ancient Egyptian Queen Nefertiti, whose beauty was legendary and with the archaeological discovery of her head bust, remains the world’s most recognisable icon of beauty.  

An affiliate of Henatenn Holdings, NEFERTI was established in 2010 and provided omni-channel supply chain management solutions for beauty and lifestyle products. Supported by over 70 diverse talents in the Singapore headquarters, it manages a comprehensive portfolio across multiple categories: skincare, personal care, fragrances, cosmetics, household and beverages.

NEFERTI offers its experience in distribution logistics and product management, an established and robust global network, and local capabilities to navigate seamlessly in the respective countries. In tandem with its business volume, its reputation amongst industry players has also grown exponentially, making it one of the preferred partners of many brands. Presently, NEFERTI connects with customers spanning China, Taiwan, Hong Kong, Japan, Dubai (UAE), Thailand, Australia, USA, Indonesia, Cambodia, Vietnam, Myanmar and Malaysia.

Its transformation to be a leading omni-channel supply chain solution provider has resulted in multiple e-commerce platforms selecting NEFERTI to power its beauty product and fragrance offering as the backend enabler, from sourcing, inventory management, forecasting, delivery as well as marketing. 

Its move to its warehousing facilities has enabled NEFERTI to incorporate digital tools to manage and control information, finance and flow of goods. It has allowed innovative solutions for its customers, as it continues to offer value and competitive ness to meet the needs of the markets and the network.","Wholesale","51-200 employees","Privately Held","Singapore","Singapore","neferti.com.sg","https://www.linkedin.com/company/neferti-pte-ltd"
,"Nam Shiang & Co.","NAM SHIANG & CO.  is established in 1942 and over the years, we have grown into a leading exporter and distributor of housewares in East Asia.  We have our subsidiary company in Malaysia in charge of our distributorship there.
 
The wide varieties of household products and homewares we carry are from established brands, and imported from all over the world. We import glasswares, diningwares, flatwares, servingwares, kitchenwares, cookwares, bakewares, plasticwares, and cleaning aids from United Kingdom, Italy, Germany, France, Spain, Czech Republic, Turkey, Brazil, Japan, Taiwan, China, Hong Kong, Malaysia, etc. We supply to wholesalers, department stores, hypermarts, supermarkets, general retailers and do online retail.  We have customers from the F&B, hospitality and catering industries as well. 
 
Whether you are a home-user, or the F&B and corporate industry, it's our mission to provide you with products and services beyond your satisfaction.

About Us:  https://www.youtube.com/watch?v=hdPHo7OcZSk","Wholesale","11-50 employees","Privately Held","Singapore, Singapore","Singapore","namshiang.com","https://www.linkedin.com/company/nam-shiang-co"
,"Sonepar Singapore","About Sonepar
Sonepar is an independent family-owned company standing as the world leader in B-to-B distribution of electrical equipment, solutions, and services. In 2024, Sonepar achieved sales of €32.5 billion. Present in 40 countries with a dense network of brands, the Group is leading an ambitious transformation to make its customers’ lives easier providing them with an omnichannel experience and sustainable solutions in the building, industry, and energy markets. Sonepar’s 46 000 associates are committed to accelerating the world’s electrification and driven by a shared Purpose: Powering Progress for Future Generations. www.sonepar.com

Sonepar in Singapore 
Sonepar Singapore is a leading B2B distributor of electrical products, automation solutions, and services. It is part of the global Sonepar Group, which operates in 40 countries. Sonepar Singapore focuses on  four key market segments: Engineering Solutions, Commercial Electrical, Project Lighting and Industrial Automation. Through these divisions, the company delivers reliable, innovative, and sustainable solutions to meet the evolving needs of the industry. www.sonepar.com.sg","Wholesale","51-200 employees","Privately Held","Singapore","Singapore","sonepar.com.sg","https://www.linkedin.com/company/sonepar-singapore"
,"DTB Distribution","Having identified the need for even more niche and luxury beauty brands trying to gain a foothold in Asia, DTB, the brand acquisition and distribution affiliate of Henatenn Holdings was established in 2017.  
 
DTB aims to build brands that inspire, and from its creation, unleashed its wealth of knowledge of the industry to secure exclusive rights for highly sought-after premium brands like Filorga, Bioeffect, Marvis and more. 

DTB introduces brands to the market and establishes distribution networks through a whole suite of services that include in-house branding, digital marketing, distribution and visual merchandising, trade/retailer engagement and training. More importantly, its trusted supply chain ensures the authenticity of products that are delivered to the customers.
 
DTB’s quick success led to FMCG labels being added in 2020, as these brands were looking to capture the Asian markets, widely acknowledged to be the fastest-growing globally.  

DTB have acquired 14 brand-exclusive distributorships in Singapore including BIOEFFECT, MAVIS, EMBRYOLISSE and ISDIN. With consumer needs rapidly evolving and becoming more demanding, DTB will continue to grow its niche brands and cult classics to be made available to Asian consumers.","Wholesale","11-50 employees","Privately Held","Singapore","Singapore",,"https://www.linkedin.com/company/dtb-distribution-pte-ltd"
,"QSS Safety Products","Vision
To be Asia's most reputed comprehensive safety solution provider for the workplace and household.

QSS is a safety solutions provider for the workplace and household with a comprehensive range of protective equipment that conforms to major quality standards. We believe that an abled-bodied person is very lucky because he enjoys life’s most precious gift. Established in 1960, QSS’ long-term commitment to safety has won us noteworthy awards and, more importantly, the trust of clients from all over Asia as well as the UAE, Fiji and Spain.","Wholesale","11-50 employees","Privately Held","Singapore","Singapore","qss-safety.com","https://www.linkedin.com/company/qss-safety-products-pte-ltd"
,"Gifel Tea","As a distinguished Singaporean brand with international trademark recognition, we take pride in curating our teas from the most exquisite plantations, accomplished tea master blenders, and expert producers. 

Our commitment lies in gratifying even the most discerning palates by introducing opulent, aromatic, and extraordinary tea blends into your cup. 

Departing from the ordinary, we courageously push the boundaries of convention, fashioning innovative and alluring blends that impart a captivating twist to every steeping experience.

Singapore . Malaysia . Indonesia . Philippines . Hong Kong . Macau . Maldives","Wholesale","2-10 employees","Privately Held","Macpherson","Singapore","gifeltea.com","https://www.linkedin.com/company/gifeltea"
,"Yappy Pets Pte Ltd","We are just like you: animal lovers who want to give them the best.

That’s why our family makes delicious, nutritionally complete food and treats, with many ingredients sourced from New Zealand and USA. Places that work hard towards best practices in food production, as we do.
Because we understand what matters: not just feeding well but feeding well regularly, giving animal companions what they need for happier, longer, and healthier lives. You’ll often find us working alongside nutritionists in our kitchens, trying and rethinking and improving recipes, for that perfect taste, quality, and nutrition to satisfy your pet as well as your household budget.","Wholesale","11-50 employees","Self Owned","Singapore, Singapore","Singapore","yappy-pets.com","https://www.linkedin.com/company/yappy-pets"
,"Delight OptoElectronics Private Limited","Delight.com.sg is the fastest growing, largest #online #marketplace for lighting products. Over 30 well-known lighting brands, 20,000 plus SKUs, are on sale.  Customers from more than 30 countries have made purchases until this day and still counting. 

Online Buyers list includes distributors, stockists, IDE firms, Contractors, light shops, facility managers and property owners. The seller list includes the same members in addition to manufactures. 

Right now most of the products are shipping from Singapore as most of the sellers are based in Singapore. In Phase II,  sellers from other countries will start shipping directly to customer through the platform.","Wholesale","2-10 employees","Privately Held","Singapore, Singapore","Singapore","delight.com.sg","https://www.linkedin.com/company/delight-optoelectronics-private-limited"
,"Nutrition Asia Group Pte Ltd","Nutrition Asia Group is an enterprising distribution business established in 2009, representing a range of high quality sports nutrition and lifestyle products from the US, Europe, Australia and NZ. Nutrition Asia has expanded its business footprint aggressively over the past 5 years with operations in Singapore, Hong Kong, and Malaysia. We work and supply, sport, fitness, grocery, and specialty channels and continue to grow into new and expanded areas. We are a highly motivated team seeking the right talent to contribute to the company.","Wholesale","11-50 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/nutrition-asia-group-pte-ltd"
,"WholeDistro","Wholedistro is a leading distributor of high-quality consumer goods, specializing in Mother & Baby, Pets and Beauty categories.","Wholesale","11-50 employees","Privately Held","Singapore","Singapore","wholedistro.com","https://www.linkedin.com/company/wholeedistro"
,"Mireia Pte Ltd","FRESH | NATURAL | HEALTHY
We are 100% Organic, Without GMO and made with 
Premium Quality & Vegan friendly
Follow our Instagram @mireiaforyou","Wholesale","2-10 employees","Privately Held","Singapore, Singapore","Singapore","mireia.co","https://www.linkedin.com/company/mireia-pte-ltd"
,"DASHMESH SINGAPORE PTE LTD","Since inception in 1985, Dashmesh Singapore has grown into a leading dry food importer and distributor based in Singapore that specializes in various Indian and Dairy products. We have also cultivated our own successful premium house brands, Temasek Gold and Malika Gold for Basmati Rice and the Malika range of dried food products such as spices, lentils and nuts.","Wholesale","51-200 employees","Partnership","Singapore","Singapore","dashmesh.com.sg","https://www.linkedin.com/company/dashmesh-sg"
,"NOAH AGENCIES 'N' MARINE SERVICES PTE LTD","NOAH www.noah.com.sg is the market leader and specialist in maritime and industrial safety since 1986 (More than 36 years!)

Ex-stock (USD 2 million in inventory), Certified (Valid certification), Cost Saving (Rental available to reduce CAPEX and OPEX)

ONE-STOP Solutions/Equipment and services for Vessels, Rigs, Shipyards, Refineries, Government & Defense sectors. A company that has gained a world-wide reputation for quality and excellence in service and products. NOAH only selects products from the world's leading manufacturers. 

See more at: http://www.noah.com.sg","Wholesale","51-200 employees","Privately Held","Singapore, Singapore","Singapore","noah.com.sg","https://www.linkedin.com/company/noah-agencies-'n'-marine-services-pte-ltd"
,"SUNRISE & CO (PTE) LTD","Sunrise & Co. The sole distributor of Yonex and Mikasa products for 14 countries in Asia for over 30 years. Our countries include Singapore, Indonesia, Malaysia, Hong Kong SAR, Macau, India, Vietnam, Philippines, Brunei, Mauritius, Sri Lanka, Pakistan, Maldives, Bangladesh and Nepal. We have the widest range of Yonex and Mikasa products available","Wholesale","51-200 employees","Privately Held","Singapore, SINGAPORE","Singapore","sunriseclick.com","https://www.linkedin.com/company/sunriseandco"
,"LP Foods","LP Foods is a Singapore owned company based in Vietnam with extensive experience in aquaculture and sustainably farmed products. We supply our clients with superior frozen seafood, ready meals and value added products. 

It is our goal to provide products with the highest standards of quality, while keeping environmental sustainability at the forefront of our core values. We take great pride in how we source our seafoods, utilizing only sustainable farming methods to ensure the safety and welfare of our Earth.

Being a LP Foods’ client means your opinions will always be heard. We aim to provide our global clients in retail, wholesale and foodservice with outstanding customizable products and exceptional customer service.","Wholesale","201-500 employees","Privately Held","Singapore","Singapore","lpfoods.com.sg","https://www.linkedin.com/company/lp-foods"
,"Corlison","Established in 1965, Corlison is the largest fully Singapore owned FMCG distributor in our country.

We distribute internationally renowned personal/health/skin care and home cleaning brands locally. We also fully own and market the Pearlie White oral care brand (the first Singapore oral care brand and the only oral care brand that manufactures in our country) internationally.

With the unique position of being both a brand owner and a distributor; we know exactly what you want as a brand owner; for a distributor to accomplish for your brand. 

What do brand owners want? 
They want to work with a distribution partner that invests significantly in the distribution and marketing of their brand today, so that both brand owner and distributor can enjoy the much larger fruits of their labor tomorrow. I.e. In a long term distribution partnership, your distributor must invest aggressively now to help you gain market share. And both can take profits years later when your brand becomes the market share leader. 
We want a distributor that can sell on traditional retail and ecommerce channels and market on both traditional and digital mediums. 
We want a distributor that can handle everything from importation to registration to key account management to deliveries to customer service etc. 

And most importantly, we want a distributor who knows how to accomplish the hardest task of all. To get the consumer that are using that other brand, to switch to yours. 

We help you accomplish this with our full-service distribution model and our full complement of team members/capabilities. And we invest along with our brand principals for the long term success of their brands in our marketplace.","Wholesale","51-200 employees","Privately Held","Singapore","Singapore","corlison.com","https://www.linkedin.com/company/corlison"
,"Wholesale Electric Asia","OIL & GAS – POWER & SMELTING PLANTS – DATA CENTERS – INFRASTRUCTURE

Wholesale Electric Asia (WEA) works seamlessly with two of the largest global independent electrical distributors, CNW Electrical Wholesale and Wholesale Electric Supply Co. of Houston, Inc., to deliver one-stop integrated solutions to our clients. Drawing on our combined expertise, global outreach and local presence, we will help you achieve your business objectives and bring your projects to fruition.","Wholesale","51-200 employees","Privately Held","Singapore, Singapore","Singapore","wea-asia.com","https://www.linkedin.com/company/wholesale-electric-asia-singapore"
,"Silversky - Delivering WOW!","The Silversky’s Vision – Delivering WOW!
With more than a decade of experience in the pet’s industry in Singapore, Silversky is an established player in the pets’ market, acting as a true distribution leader for natural, premium pet food and supplies in Singapore, Malaysia and Indonesia. At Silversky, we love pets, and we are obsessed with delivering the best to pets and pet parents, and our esteemed business partners, hence Delivering WOW! This long term vision impacts everything that we do – bringing value from distribution, to the end-consumers.

Silversky currently handles more than 20 international pet brands – and up to date, we are servicing more than 230 pet retailers and online stores in Singapore alone.

The Silversky Mission – To Deliver The Best to Pets and Pet Parents
We are passionate to bring the best to pets and pet parents. We work together with international pet brands to deliver only the best pet products in the market. Our impeccable reputation is built upon by keeping the mission close to our hearts; doing business with uncompromising values of integrity, care and the highest level of professionalism.","Wholesale","11-50 employees","Privately Held","Singapore, Singapore","Singapore","silversky.com.sg","https://www.linkedin.com/company/silverskypets"
,"LSH Industrial Solutions Pte Ltd","LSH Industrial Solutions one of the market leaders in providing the best industrial & safety solutions in Singapore & SEA region. With over 30 years experience, we are committed to delivering top quality products & solutions that prioritize the well-being of our customers, ensuring excellence in Life, Safety & Health. As part of Bunzl Australasia, we are dedicated to providing unique B2B solutions across various industry sectors.

With our focus on LIFE . SAFETY . HEALTH, we provide value-added solutions to our customers with our in-depth market expertise and knowledge. As such, our customers will benefit with increased production efficiency, and a safe and healthy workplace for their employees and business partners.

At LSH, we source our products internationally, distributing top international brands, as well as from local suppliers, to ensure that our customers have access to the best suited range of products to meet their needs.

Our employees are our most valuable assets in delivering solution-based services to our customers. We continuously invest in the development of our employees’ knowledge and competencies to ensure that our services are delivered with the highest commitment and capability.

As a team, we are committed in providing the best customer experience to our customers.

𝗕𝘂𝗻𝘇𝗹 𝗘𝘅𝗰𝗹𝘂𝘀𝗶𝘃𝗲 𝗕𝗿𝗮𝗻𝗱𝘀: 
𝗣𝗮𝗰𝗲 | 𝗦𝘁𝗲𝗲𝗹𝗽𝗿𝗼 | 𝗡𝗶𝗻𝗷𝗮 | 𝗙𝗿𝗼𝗻𝘁𝗶𝗲𝗿 | 𝗣𝗿𝗲𝗺𝗶𝗲𝗿 | 𝗠𝗮𝗰𝗸 

𝗗𝗶𝘀𝘁𝗿𝗶𝗯𝘂𝘁𝗼𝗿𝘀𝗵𝗶𝗽: 
𝟯𝗠 | 𝗠𝗦𝗔 | 𝗔𝗻𝘀𝗲𝗹𝗹 | 𝗞𝗶𝗺𝗯𝗲𝗿𝗹𝘆 𝗖𝗹𝗮𝗿𝗸 | 𝗠𝗮𝘀𝘁𝗲𝗿 𝗟𝗼𝗰𝗸 | 𝗠𝗮𝗿𝘁𝗼𝗿 | 𝗝𝘂𝘀𝘁𝗿𝗶𝘁𝗲 | 𝗲-𝗳𝗹𝗮𝗿𝗲","Wholesale","11-50 employees","Public Company","Singapore, Singapore","Singapore","lsh.sg","https://www.linkedin.com/company/lsh-industrial-solutions"
,"Sin Ghee Huat Corporation Ltd","At Sin Ghee Huat, 
We see ourselves As more than just a distributor 

We are Singapore’s Stainless steel specialist. 
Founded on partnerships, 
Tempered by time, 
Trusted by generations. 

We pioneered the industry, 
But we’ve never stopped trying 
To be the best, not just the biggest

That’s why we’re focused Singlemindedly on stainless steel, 
Delivering the most exceptional solutions 
That create mutually enduring value for all. 

Our scale, scope and knowledge, 
Depth and breadth of quality products 
And global network of relationships 
Built over seven decades 
Allow us to address problems that no one else can. 

Like the steel we wield, 
What makes us strong Is found within. 
An alloy of diverse people, each with unique strengths, 
United by one dream 
To help our stakeholders build a better world.  

Stronger, 
More enduring, 
More versatile. 
For future generations. 

We may not build magnificent ships 
Resplendent refineries 
Or towering skyscrapers, 
But we strengthen the people who do. 

Together, we make the world stronger.","Wholesale","51-200 employees","Public Company","Singapore","Singapore","singheehuat.com","https://www.linkedin.com/company/sin-ghee-huat-corporation-ltd"
,"Klenco (Singapore) Pte Ltd","Established in 1971, Klenco is the leading independent distributor and now a manufacturer as well, providing the most comprehensive scope of professional and industrial cleaning and maintenance machinery, accessories and chemicals. Klenco’s reliable products are extensively used in ASEAN, CHINA, SOUTH ASIA, and are also sold in the MIDDLE EAST and EUROPE. As one of the region’s most comprehensive independent distributors of cleaning related equipment, Klenco offers a wide portfolio of products which have proven reliability and quality in the market. We have been serving the needs of diverse customers with high quality products at reasonable prices and a high standard of service and support. Our product range covers the general and commercial sectors and also industrial and specialised sectors, contributing to enhance environmental and health standards. Staring with a small selection of cleaning machines and chemicals sold only in Singapore in the early years, Klenco’s products has increased to be the most comprehensive range in the industry. They are sold throughout the region and are generally grouped under 2 distinct divisions.","Wholesale","51-200 employees","Privately Held","Jurong Industrial Estate, Singapore","Singapore","klenco-asia.com","https://www.linkedin.com/company/klenco-singapore-pte-ltd"
,"Von Alm","VON ALM sources, trades and manages the delivery of agricultural commodities worldwide.","Wholesale","2-10 employees","Privately Held","Singapore","Singapore","vonalm.at","https://www.linkedin.com/company/von-alm"
,"P.L. Global Impex Pte. Ltd.","PL Global stands as a beacon in the international trade landscape, facilitating the import and export of critical commodities like beans, pulses, alongside a comprehensive range of FMCG products and pharmaceutical supplies. 

Our operations span across the globe, reinforcing our commitment to enhancing human life and ensuring consumer satisfaction through quality and innovation.
As the umbrella organisation for varied ventures, including the well-regarded Vimpex and RP Comtrade, PL Global showcases a dynamic approach to business, adapting swiftly to market demands and consumer preferences. 

Our dedication to sustainability, efficiency, and reliability drives our mission to contribute positively to global nourishment and healthcare.

For partnership inquiries or to explore our diverse business portfolio, reach out to us. Join us on our journey to create a healthier, well-provisioned world.","Wholesale","2-10 employees","Privately Held","Singapore","Singapore","plglobal.com","https://www.linkedin.com/company/plglobalsg"
,"HD HYUNDAI MARINE SOLUTION SINGAPORE","HD Hyundai Marine Solution Singapore Pte Ltd is a member of HD Hyundai Group","Wholesale","11-50 employees","Privately Held","Singapore","Singapore","hd-marinesolution.com","https://www.linkedin.com/company/hyundai-marine-solution-singapore"
,"Bentz Jaz Group","Bentz Jaz Singapore Pte Ltd is the leading supplier of pest control products in Asia. Since the company’s conception in 1997, it has grown to be a distributor of wide ranged, quality products. Bentz Jaz has since expanded its market overseas through the establishment of partnerships and joint ventures in Malaysia, Indonesia, and Philippines. It also has fully-owned subsidiaries in China & Thailand. 

Having fully-owned subsidiaries and joint ventures has inspired and fueled Bentz Jaz to move further in its goal of becoming the number one supplier of quality pest control products and equipment in Asia, through dedication and commitment to customer service, delivering its business with integrity and the highest ethical standards. 

Seven years later, Bentz Jaz was awarded ISO 9001: 2000 on 30 June 2004 as testament to its quality products and services. 

It is also the exclusive distributor for:
 
Bell Laboratories 
Termatrac - Termites Found 
Atlantic Paste & Glue Inc 
Birchmeier Spruhtechnilk AG 
B & G Equipment Company 
Curtis Dyna-Fog 
Sumitomo Chemical Asia 
BASF Singapore 
Bayer Environment Science 
Syngenta
Unifix
EcoSmart
Htfoot America Inc
Pignex","Wholesale","51-200 employees","Privately Held","Singapore","Singapore","bentzjaz.com","https://www.linkedin.com/company/bentz-jaz-group"
