company_id,company_name,company_name_variants,domain,website,email,phone,fax,address,postal_code,country,location,employee_count,company_type,primary_services,description,linkedin_url,source,source_url,membership_info,is_hiring,hiring_job_count,hiring_roles,hiring_search_terms,source_records
4aa2741a,N & N AGRICULTURE PTE LTD,N & N Agriculture Pte Ltd,eggstory.com.sg,https://eggstory.com.sg,enquiries@eggstory.com.sg,67929746,+65 6772 9474,1 Lim Chu Kang Lane 9ASingapore 718845,718845,Singapore,,,,Eggs,N & N has been established in Singapore since 2001. Our vision is to be a socially responsible producer of fresh eggs and pasteurized egg...,,"AgriBiz, SFMA",https://www.agri-biz.com/company-details/n-n-agriculture-pte-ltd/,SFMA Member,False,,,,"[{""company_name"": ""N & N AGRICULTURE PTE LTD"", ""category"": ""Eggs"", ""description"": ""N & N has been established in Singapore since 2001. Our vision is to be a socially responsible producer of fresh eggs and pasteurized egg..."", ""website"": ""https://eggstory.com.sg"", ""phone"": ""(65) 6792 9746"", ""email"": ""enquiries@eggstory.com.sg"", ""detail_url"": ""https://www.agri-biz.com/company-details/n-n-agriculture-pte-ltd/""}, {""company_name"": ""N & N Agriculture Pte Ltd"", ""address"": ""1 Lim Chu Kang Lane 9ASingapore 718845"", ""postal_code"": 718845, ""tel"": ""+65 6792 9745"", ""fax"": ""+65 6772 9474"", ""email"": ""enquiries@eggstory.com.sg"", ""website"": ""http://www.eggstory.com.sg/"", ""description"": ""N&N Agriculture was established in 2001 with a vision to be a responsible producer of high quality fresh eggs which prioritizes food safety. This belief has motivated N&N's decision to invest S$11million to bring a multi-patented Pasteurization technology to Singapore through a licensing agreement signed with the National Pasteurized Eggs, Inc. (NPE) in the USA. Under the agreement, N&N has the exclusive right to utilise the multi-patented pasteurization technology developed by NPE which has inv"", ""source_url"": ""https://www.sfma.org.sg/member/info.php?cid=n-n-n-agriculture-pte-ltd""}]"
d1ac1a50,SENG CHOON FARM PTE LTD,Seng Choon Farm Pte Ltd,sengchoonfarm.com,https://sengchoonfarm.com,contact@sengchoonfarm.com,67622858,+65 6769 8628,1 Jalan Gemala 2Singapore 718798,718798,Singapore,,,,Eggs,"Seng Choon is a local farm producing fresh egg in Singapore. With special attention in bio-security, care of the hens and good farming practices, we...",,"AgriBiz, SFMA",https://www.agri-biz.com/company-details/seng-choon-farm-pte-ltd/,SFMA Member,False,,,,"[{""company_name"": ""SENG CHOON FARM PTE LTD"", ""category"": ""Eggs"", ""description"": ""Seng Choon is a local farm producing fresh egg in Singapore. With special attention in bio-security, care of the hens and good farming practices, we..."", ""website"": ""https://sengchoonfarm.com"", ""phone"": ""(65) 6762 2858"", ""email"": ""contact@sengchoonfarm.com"", ""detail_url"": ""https://www.agri-biz.com/company-details/seng-choon-farm-pte-ltd/""}, {""company_name"": ""Seng Choon Farm Pte Ltd"", ""address"": ""1 Jalan Gemala 2Singapore 718798"", ""postal_code"": 718798, ""tel"": ""+65 6762 2858"", ""fax"": ""+65 6769 8628"", ""email"": ""scfeggs@singnet.com.sg"", ""website"": ""http://www.sengchoonfarm.com/"", ""description"": ""Incorporated in Singapore in 1987, Seng Choon Farm Pte Ltd is a pioneer in providing high-quality, farm fresh eggs to our retailers, food manufacturers and consumers."", ""source_url"": ""https://www.sfma.org.sg/member/info.php?cid=seng-choon-farm-pte-ltd""}]"
2a89acaf,ALPHA CELSIUS PTE LTD,,alphacelsius.com.sg,https://alphacelsius.com.sg,info@alphacelsius.com.sg,67536177,,,,Singapore,,,,Refrigerating Equipment - Commercial & Industrial,"Alpha Celsius Pte Ltd was established in 1993 and specialises in the design, supply, installation and repair of industrial refrigeration. We are a company with...",,AgriBiz,https://www.agri-biz.com/company-details/alpha-celsius-pte-ltd/,,False,,,,"[{""company_name"": ""ALPHA CELSIUS PTE LTD"", ""category"": ""Refrigerating Equipment - Commercial & Industrial"", ""description"": ""Alpha Celsius Pte Ltd was established in 1993 and specialises in the design, supply, installation and repair of industrial refrigeration. We are a company with..."", ""website"": ""https://alphacelsius.com.sg"", ""phone"": ""(65) 6753 6177"", ""email"": ""info@alphacelsius.com.sg"", ""detail_url"": ""https://www.agri-biz.com/company-details/alpha-celsius-pte-ltd/""}]"
647cf991,ALS TECHNICHEM (S) PTE LTD,,alsglobal.com,https://alsglobal.com,singapore@alsglobal.com,65890118,,,,Singapore,,,,Food Testing,We provide comprehensive food testing services & consultancy. - SFA approved LRP laboratory for food export testing - Nutrition labeling - Oil & fat testing...,,AgriBiz,https://www.agri-biz.com/company-details/als-technichem-s-pte-ltd/,,False,,,,"[{""company_name"": ""ALS TECHNICHEM (S) PTE LTD"", ""category"": ""Food Testing"", ""description"": ""We provide comprehensive food testing services & consultancy. - SFA approved LRP laboratory for food export testing - Nutrition labeling - Oil & fat testing..."", ""website"": ""https://alsglobal.com"", ""phone"": ""(65) 6589 0118"", ""email"": ""singapore@alsglobal.com"", ""detail_url"": ""https://www.agri-biz.com/company-details/als-technichem-s-pte-ltd/""}]"
fdae3206,BAN CHOON MARKETING PTE LTD,Ban Choon Marketing Pte Ltd,banchoon.com.sg,https://banchoon.com.sg,enquiries@banchoon.com.sg,67777333,,,,Singapore,"Jurong West, West Region",51-200 employees,Public Company,Fruits & Vegetables,"Freshness is our business, Ban Choon has been supplying fresh fruits and vegetables to major supermarket chains, hotels, restaurants and Singapore Airport Terminal Services for...",https://www.linkedin.com/company/banchoon,"AgriBiz, Clay",https://www.agri-biz.com/company-details/ban-choon-marketing-pte-ltd/,,False,,,,"[{""company_name"": ""BAN CHOON MARKETING PTE LTD"", ""category"": ""Fruits & Vegetables"", ""description"": ""Freshness is our business, Ban Choon has been supplying fresh fruits and vegetables to major supermarket chains, hotels, restaurants and Singapore Airport Terminal Services for..."", ""website"": ""https://banchoon.com.sg"", ""phone"": ""(65) 6777 7333"", ""email"": ""enquiries@banchoon.com.sg"", ""detail_url"": ""https://www.agri-biz.com/company-details/ban-choon-marketing-pte-ltd/""}, {""Find companies"": null, ""Name"": ""Ban Choon Marketing Pte Ltd"", ""Description"": ""We, Wismettac Group was established in 1912 as a trading company in Kobe, have continued to provide the wealth and joy of eating to people all over the world, focusing on Asian food including Japanese food and agricultural products. In Asian food global business, our private brand \u201cShirakiku\u201d is well known in North America and other parts of the world. In Agricultural products trading business, we procure a wide range of fresh fruits and vegetables, frozen processed products from around the world and sell them both in Japan and overseas. In 2017, we were listed on the Tokyo Stock Exchange, and it makes us a prominent global company both in Japan and throughout the world. We will provide people around the world with fresh experiences in eating and enjoyable daily lives by promoting Asian food as well as Japanese fruits and vegetables, and we will contribute to the happiness and prosperity of those involved in the food industry by providing transformative solutions to various issues and needs in the industry by leveraging the network we have established thus far. Keeping in mind these corporate philosophies and the social responsibilities that we should fulfil, we will strive to further evolve as a company in the food industry.\n\nBan Choon Marketing Pte. Ltd (headquartered in Singapore) became a member of Wismettac Group in January 2022. Today, Ban Choon Marketing imports fresh produce (vegetables and fruits) from all over\n\nImporter and Distributor of Fresh Fruits, Vegetables, Organic Grocery Products, Cage-Free Eggs and Plant-based food. We work with exporters from USA, Mexico, Chile, Peru, Netherlands, Spain, France, Italy, Turkey, China, Japan, Korea, Taiwan, Australia, New Zealand and many other countries."", ""Primary Industry"": ""Wholesale"", ""Size"": ""51-200 employees"", ""Type"": ""Public Company"", ""Location"": ""Jurong West, West Region"", ""Country"": ""Singapore"", ""Domain"": ""banchoon.com.sg"", ""LinkedIn URL"": ""https://www.linkedin.com/company/banchoon""}]"
2c653d2b,CHEE SENG OIL FACTORY (PTE) LTD,Chee Seng Oil Fty (Pte) Ltd,cheeseng-oil.com,https://cheeseng-oil.com,csoil@cheeseng.com.sg,62841062,+65 6280 8982,23 Senoko South Road #01-01Singapore 758080,758080,Singapore,,,,Edible Oils,"Since 1956, Chee Seng Oil Factory Pte Ltd has been dedicated to providing consumers with premium, unrefined Roasted Sesame Oil that preserves the natural goodness...",,"AgriBiz, SFMA",https://www.agri-biz.com/company-details/chee-seng-oil-factory-pte-ltd/,SFMA Member,False,,,,"[{""company_name"": ""CHEE SENG OIL FACTORY (PTE) LTD"", ""category"": ""Edible Oils"", ""description"": ""Since 1956, Chee Seng Oil Factory Pte Ltd has been dedicated to providing consumers with premium, unrefined Roasted Sesame Oil that preserves the natural goodness..."", ""website"": ""https://cheeseng-oil.com"", ""phone"": ""(65) 6284 1062"", ""email"": ""csoil@cheeseng.com.sg"", ""detail_url"": ""https://www.agri-biz.com/company-details/chee-seng-oil-factory-pte-ltd/""}, {""company_name"": ""Chee Seng Oil Fty (Pte) Ltd"", ""address"": ""23 Senoko South Road #01-01Singapore 758080"", ""postal_code"": 758080, ""tel"": ""+65 6284 1062"", ""fax"": ""+65 6280 8982"", ""email"": ""csoil@cheeseng.com.sg"", ""website"": ""http://www.cheeseng-oil.com/"", ""description"": ""CHEE SENG Sesame Oil, is rated the No.1 Selling Sesame Oil brand in Singapore from the 12-month period ending May 2016. This reading from AC Nielsen brings double joy for the company as they celebrate its 60th Anniversary in making quality Sesame Oil. Chee Seng, have been producing premium quality sesame oil for its domestic market and is a renowned household brand in Singapore. Trusted by the consumers for its excellent quality and aroma, it is no surprise that CHEE SENG is the leading brand in"", ""source_url"": ""https://www.sfma.org.sg/member/info.php?cid=chee-seng-oil-fty-pte-ltd""}]"
3a750949,CHUN CHENG FISHERY ENTERPRISE PTE LTD,Chun Cheng Fishery Enterprise Pte Ltd,chuncheng.com,https://chuncheng.com,sales@chuncheng.com,62666566,+65 6266 6966,No.1 Fishery Port RoadSingapore 619729,619729,Singapore,,,,Fish & Seafood Processing Establishments,"Chun Cheng Fishery is one of Singapore's leading processors, exporters and distributors of frozen fishes. It is our belief and practise to ensure that all...",,"AgriBiz, SFMA",https://www.agri-biz.com/company-details/chun-cheng-fishery-enterprise-pte-ltd/,SFMA Member,False,,,,"[{""company_name"": ""CHUN CHENG FISHERY ENTERPRISE PTE LTD"", ""category"": ""Fish & Seafood Processing Establishments"", ""description"": ""Chun Cheng Fishery is one of Singapore's leading processors, exporters and distributors of frozen fishes. It is our belief and practise to ensure that all..."", ""website"": ""https://chuncheng.com"", ""phone"": ""(65) 6266 6566"", ""email"": ""sales@chuncheng.com"", ""detail_url"": ""https://www.agri-biz.com/company-details/chun-cheng-fishery-enterprise-pte-ltd/""}, {""company_name"": ""Chun Cheng Fishery Enterprise Pte Ltd"", ""address"": ""No.1 Fishery Port RoadSingapore 619729"", ""postal_code"": 619729, ""tel"": ""+65 6266 6566"", ""fax"": ""+65 6266 6966"", ""email"": ""sales@chuncheng.com"", ""website"": ""http://www.chuncheng.com/"", ""description"": ""Chun Cheng Fishery was founded in 1994. The company has gone a long way from its humble beginning to become one of Singapore's leading processors, exporters and distributors of frozen fish and seafood products worldwide. Chun Cheng Fishery offers generic (non-labelled) products and private labels (contract processing) by working closely with processing companies, wholesalers, distributors, supermarkets, caterers & retailers. The company processes frozen fish for consumers in the US, Japan, Korea"", ""source_url"": ""https://www.sfma.org.sg/member/info.php?cid=chun-cheng-fishery-enterprise-pte-ltd""}]"
13d681f1,DESSERT ORIGIN PTE LTD,,,,hello@dessertorigin.sg,67561368,,,,Singapore,,,,Desserts,"Dessert Origin Pte Ltd Incorporated in 2019, Dessert Origin specializes in distribution of raw ingredients and manufacturing of products used in cooking, baking and making...",,AgriBiz,https://www.agri-biz.com/company-details/dessert-origin-pte-ltd/,,False,,,,"[{""company_name"": ""DESSERT ORIGIN PTE LTD"", ""category"": ""Desserts"", ""description"": ""Dessert Origin Pte Ltd Incorporated in 2019, Dessert Origin specializes in distribution of raw ingredients and manufacturing of products used in cooking, baking and making..."", ""website"": null, ""phone"": ""(65) 6756 1368"", ""email"": ""hello@dessertorigin.sg"", ""detail_url"": ""https://www.agri-biz.com/company-details/dessert-origin-pte-ltd/""}]"
f89b26e9,GARDEN PICKS FOOD MANUFACTURING LLP,Garden Picks Food Manufacturing LLP,gardenpicks.com.sg,https://gardenpicks.com.sg,enquiries@gardenpicks.com.sg,66594859,+65 6853 4859,8B Admiralty Street #03-17Singapore 757440,757440,Singapore,,,,Agricultural Commodities - Dried Fruits & Nuts,"Garden Picks is a leading importer, manufacturer and wholesaler in Singapore for wholesome snack products with its core on nuts, dried fruits, superfoods, cereal and...",,"AgriBiz, SFMA",https://www.agri-biz.com/company-details/garden-picks-food-manufacturing-llp/,SFMA Member,False,,,,"[{""company_name"": ""GARDEN PICKS FOOD MANUFACTURING LLP"", ""category"": ""Agricultural Commodities - Dried Fruits & Nuts"", ""description"": ""Garden Picks is a leading importer, manufacturer and wholesaler in Singapore for wholesome snack products with its core on nuts, dried fruits, superfoods, cereal and..."", ""website"": ""https://gardenpicks.com.sg"", ""phone"": ""(65) 6659 4859"", ""email"": ""enquiries@gardenpicks.com.sg"", ""detail_url"": ""https://www.agri-biz.com/company-details/garden-picks-food-manufacturing-llp/""}, {""company_name"": ""Garden Picks Food Manufacturing LLP"", ""address"": ""8B Admiralty Street #03-17Singapore 757440"", ""postal_code"": 757440, ""tel"": ""+65 6659 4859"", ""fax"": ""+65 6853 4859"", ""email"": ""francistan@gardenpicks.com.sg"", ""website"": ""https://www.gardenpicks.com.sg/"", ""description"": ""Garden Picks is a major importer and OEM manufacturer and packer of dried fruits, nuts, grains, seeds, cereal, snacks and Nut Butters."", ""source_url"": ""https://www.sfma.org.sg/member/info.php?cid=garden-picks-food-manufacturing-llp""}]"
c1819ffd,HEN TICK FOODS PTE LTD,"HEN TICK COLDSTORAGE PTE LTD, Hen Tick Foods Pte Ltd",hentick.com.sg,https://hentick.com.sg,sales@hentick.com.sg,62681715,+65 6268 5259,25 Chin Bee RoadSingapore 619831,619831,Singapore,,,,Chickens - Importers & Exporters,"We are a main importer/exporter/wholesaler and distributor of chilled, fresh frozen foods and manufacturer of RTC, RTE food products in Singapore for over 40 years...",,"AgriBiz, SFMA",https://www.agri-biz.com/company-details/hen-tick-foods-pte-ltd/,SFMA Member,False,,,,"[{""company_name"": ""HEN TICK FOODS PTE LTD"", ""category"": ""Chickens - Importers & Exporters"", ""description"": ""We are a main importer/exporter/wholesaler and distributor of chilled, fresh frozen foods and manufacturer of RTC, RTE food products in Singapore for over 40 years..."", ""website"": ""https://hentick.com.sg"", ""phone"": ""(65) 6268 1715"", ""email"": ""sales@hentick.com.sg"", ""detail_url"": ""https://www.agri-biz.com/company-details/hen-tick-foods-pte-ltd/""}, {""company_name"": ""HEN TICK COLDSTORAGE PTE LTD"", ""category"": ""Cold Stores"", ""description"": null, ""website"": ""https://hentick.com.sg"", ""phone"": ""(65) 6268 1715"", ""email"": ""htfoods@hentick.com.sg"", ""detail_url"": ""https://www.agri-biz.com/company-details/hen-tick-coldstorage-pte-ltd/""}, {""company_name"": ""Hen Tick Foods Pte Ltd"", ""address"": ""25 Chin Bee RoadSingapore 619831"", ""postal_code"": 619831, ""tel"": ""+65 6268 1576"", ""fax"": ""+65 6268 5259"", ""email"": ""sales@hentick.com.sg"", ""website"": ""https://www.hentick.com.sg/"", ""description"": ""The innovative fresh frozen food company delivering value, convenience and variety. Hen Tick Foods is the fresh frozen food company committed to convenience, value and variety. We are located in Jurong with a purpose built facility equipped with cold storage warehousing, frozen food processing and packaging, and a showroom with a test kitchen. Our fleet of refrigerated trucks delivers island-wide. We are an importer/exporter/wholesaler and distributor of frozen food products. Our suppliers are s"", ""source_url"": ""https://www.sfma.org.sg/member/info.php?cid=hen-tick-foods-pte-ltd""}]"
b6c59ee9,HIAP GIAP FOOD MANUFACTURE PTE LTD,Hiap Giap Food Manufacture Pte Ltd,hiapgiapfood.com.sg,https://hiapgiapfood.com.sg,hiapgiap_18@singnet.com.sg,62800361,-,54 Woodlands TerraceSingapore 738463,738463,Singapore,,,,Noodles,"Hiap Giap Food Manufacture Pte Ltd is a Singapore food manufacturer, we have been manufacturing noodles since late 1960. Over 3 generations, we have been...",,"AgriBiz, SFMA",https://www.agri-biz.com/company-details/hiap-giap-food-manufacture-pte-ltd/,SFMA Member,False,,,,"[{""company_name"": ""HIAP GIAP FOOD MANUFACTURE PTE LTD"", ""category"": ""Noodles"", ""description"": ""Hiap Giap Food Manufacture Pte Ltd is a Singapore food manufacturer, we have been manufacturing noodles since late 1960. Over 3 generations, we have been..."", ""website"": ""https://hiapgiapfood.com.sg"", ""phone"": ""(65) 6280 0361"", ""email"": ""hiapgiap_18@singnet.com.sg"", ""detail_url"": ""https://www.agri-biz.com/company-details/hiap-giap-food-manufacture-pte-ltd/""}, {""company_name"": ""Hiap Giap Food Manufacture Pte Ltd"", ""address"": ""54 Woodlands TerraceSingapore 738463"", ""postal_code"": 738463, ""tel"": ""+65 6280 0361"", ""fax"": ""-"", ""email"": ""sales@hiapgiapfood.com.sg"", ""website"": ""http://www.hiapgiapfood.com.sg/"", ""description"": ""Keeping Traditions since 1968 - A Singapore company, Hiap Giap Food manufactures oriental traditional noodles and noodle related products. - Besides producing popular range of noodles, we cater to the discerning chef seeking for that unique texture and taste in their staple ingredient. Its manufacturing facility in Singapore produces fresh noodles and dumpling skin. Hiap Giap also maintains a production facility in Malaysia manufacturing dry noodles."", ""source_url"": ""https://www.sfma.org.sg/member/info.php?cid=hiap-giap-food-manufacture-pte-ltd""}]"
